ID	Database
11252894	Pubmed
10394364	Pubmed
11994746	Pubmed
17116749	Pubmed
8524399	Pubmed
16155256	Pubmed
8374173	Pubmed
8670264	Pubmed
11604418	Pubmed
18692471	Pubmed
16984405	Pubmed
24494924	Pubmed
18973100	Pubmed
9727496	Pubmed
11694590	Pubmed
15102850	Pubmed
19651769	Pubmed
10436028	Pubmed
20230749	Pubmed
19559397	Pubmed
11139587	Pubmed
21620353	Pubmed
9614177	Pubmed
8810314	Pubmed
11590181	Pubmed
9733768	Pubmed
11333915	Pubmed
16867982	Pubmed
20708039	Pubmed
11101518	Pubmed
14993220	Pubmed
