Label	Type	ID	Database	Comment
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
ADAM22,11,23	Complex	R-HSA-5682770	Reactome	
CACNG2 	Protein	Q9Y698	Uniprot-TrEMBL	
LGI1 	Protein	O95970	Uniprot-TrEMBL	
ADAM23 	Protein	O75077	Uniprot-TrEMBL	
CACNG8 	Protein	Q8WXS5	Uniprot-TrEMBL	
CACNG3 	Protein	O60359	Uniprot-TrEMBL	
ADAM23 	Protein	O75077	Uniprot-TrEMBL	
CACNG2 	Protein	Q9Y698	Uniprot-TrEMBL	
LGI4	Protein	Q8N135	Uniprot-TrEMBL	
ADAM22:PSD-95:stargazin	Complex	R-HSA-5682831	Reactome	
LGI3 	Protein	Q8N145	Uniprot-TrEMBL	
ADAM23	Protein	O75077	Uniprot-TrEMBL	
ADAM22,23,syntaxin1	Complex	R-HSA-5682821	Reactome	
ADAM23 	Protein	O75077	Uniprot-TrEMBL	
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
LGI2	Protein	Q8N0V4	Uniprot-TrEMBL	
CACNG4 	Protein	Q9UBN1	Uniprot-TrEMBL	
DLG4 	Protein	P78352	Uniprot-TrEMBL	
ADAM11 	Protein	O75078	Uniprot-TrEMBL	
LGI1 	Protein	O95970	Uniprot-TrEMBL	
LGI2 	Protein	Q8N0V4	Uniprot-TrEMBL	
STX1 	Unknown	R-HSA-5250514	Reactome	
LGI3	Protein	Q8N145	Uniprot-TrEMBL	
STX1 	Unknown	R-HSA-5250514	Reactome	
CACNG8 	Protein	Q8WXS5	Uniprot-TrEMBL	
ADAM23 	Protein	O75077	Uniprot-TrEMBL	
CACNG3 	Protein	O60359	Uniprot-TrEMBL	
LGI4 	Protein	Q8N135	Uniprot-TrEMBL	
ADAM22,23	Complex	R-HSA-5682718	Reactome	
LGI4:ADAM22,11,23	Complex	R-HSA-5682788	Reactome	
ADAM23 	Protein	O75077	Uniprot-TrEMBL	
LGI1 dimer:ADAM11	Complex	R-HSA-5682792	Reactome	
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
ADAM11 	Protein	O75078	Uniprot-TrEMBL	
LGI2:ADAM22,23	Complex	R-HSA-5682820	Reactome	
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
DLG4 	Protein	P78352	Uniprot-TrEMBL	
LGI1 	Protein	O95970	Uniprot-TrEMBL	
ADAM22:LGI1
dimer:ADAM23	Complex	R-HSA-5682809	Reactome	
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
LGI3;ADAM22,23,synatxin1	Complex	R-HSA-5682751	Reactome	
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
LGI1 dimer	Complex	R-HSA-5682767	Reactome	
ADAM11	Protein	O75078	Uniprot-TrEMBL	
ADAM23 	Protein	O75077	Uniprot-TrEMBL	
CACNG4 	Protein	Q9UBN1	Uniprot-TrEMBL	
ADAM23 	Protein	O75077	Uniprot-TrEMBL	
ADAM22 	Protein	Q9P0K1	Uniprot-TrEMBL	
ADAM11 	Protein	O75078	Uniprot-TrEMBL	
