ID	Database
16211368	Pubmed
15715662	Pubmed
17439925	Pubmed
25819438	Pubmed
12719981	Pubmed
11068039	Pubmed
18523892	Pubmed
12883891	Pubmed
7989337	Pubmed
9260930	Pubmed
12446736	Pubmed
15286787	Pubmed
15286788	Pubmed
15322118	Pubmed
10852913	Pubmed
11062476	Pubmed
15276077	Pubmed
8962159	Pubmed
10966924	Pubmed
10196521	Pubmed
10660625	Pubmed
15037815	Pubmed
11327718	Pubmed
15901346	Pubmed
15121838	Pubmed
16125675	Pubmed
8647271	Pubmed
19021540	Pubmed
15692071	Pubmed
15284342	Pubmed
11024028	Pubmed
7651355	Pubmed
11500374	Pubmed
2008212	Pubmed
10684912	Pubmed
16984228	Pubmed
15804357	Pubmed
12372408	Pubmed
12384147	Pubmed
10072434	Pubmed
12089149	Pubmed
15107849	Pubmed
9685390	Pubmed
18390834	Pubmed
19265717	Pubmed
10973981	Pubmed
7874447	Pubmed
17502375	Pubmed
2387399	Pubmed
11161786	Pubmed
11861637	Pubmed
9454778	Pubmed
10625641	Pubmed
8967342	Pubmed
17726476	Pubmed
10049739	Pubmed
9950961	Pubmed
14586168	Pubmed
9762842	Pubmed
9887087	Pubmed
7589472	Pubmed
10358010	Pubmed
8010975	Pubmed
8183239	Pubmed
16751771	Pubmed
9845349	Pubmed
12039040	Pubmed
8626564	Pubmed
19032932	Pubmed
12445824	Pubmed
10535998	Pubmed
15607730	Pubmed
16788146	Pubmed
10889531	Pubmed
18599538	Pubmed
10446133	Pubmed
12839489	Pubmed
15642354	Pubmed
14525538	Pubmed
10794676	Pubmed
11904301	Pubmed
16804107	Pubmed
17359283	Pubmed
12024214	Pubmed
15634722	Pubmed
16158222	Pubmed
16984975	Pubmed
15632147	Pubmed
7537337	Pubmed
7789985	Pubmed
14608356	Pubmed
15795384	Pubmed
15184985	Pubmed
17491011	Pubmed
8617223	Pubmed
9655880	Pubmed
9520460	Pubmed
9744804	Pubmed
12657613	Pubmed
9786900	Pubmed
10493836	Pubmed
24265240	Pubmed
16330770	Pubmed
16807400	Pubmed
17509534	Pubmed
11997387	Pubmed
17211682	Pubmed
9207117	Pubmed
11734551	Pubmed
11027560	Pubmed
16226721	Pubmed
19452451	Pubmed
17486601	Pubmed
8643547	Pubmed
8245983	Pubmed
22341971	Pubmed
25319704	Pubmed
22341972	Pubmed
10677542	Pubmed
11698453	Pubmed
14973250	Pubmed
10681536	Pubmed
10364181	Pubmed
18003899	Pubmed
12032886	Pubmed
17550612	Pubmed
12068297	Pubmed
11301334	Pubmed
10610721	Pubmed
19755388	Pubmed
8537108	Pubmed
7980580	Pubmed
10590411	Pubmed
17701893	Pubmed
8124722	Pubmed
