ID	Database
23516131	Pubmed
15085196	Pubmed
16399501	Pubmed
20541520	Pubmed
17296605	Pubmed
21459323	Pubmed
15899885	Pubmed
11358865	Pubmed
22684109	Pubmed
19158095	Pubmed
19759400	Pubmed
22031849	Pubmed
21240525	Pubmed
20145241	Pubmed
20117946	Pubmed
17043353	Pubmed
10397761	Pubmed
18835813	Pubmed
21696544	Pubmed
22436747	Pubmed
21816276	Pubmed
15266058	Pubmed
16831124	Pubmed
17428920	Pubmed
19706601	Pubmed
14765107	Pubmed
9488713	Pubmed
21664250	Pubmed
19126544	Pubmed
23300015	Pubmed
20670887	Pubmed
22927400	Pubmed
20817729	Pubmed
20103737	Pubmed
20595232	Pubmed
8402897	Pubmed
22154484	Pubmed
10805775	Pubmed
11591434	Pubmed
10318878	Pubmed
10224053	Pubmed
15680331	Pubmed
16799563	Pubmed
22984430	Pubmed
10500120	Pubmed
10889017	Pubmed
15452130	Pubmed
