ID	Database
12904166	Pubmed
12466191	Pubmed
11751371	Pubmed
17047378	Pubmed
11606061	Pubmed
12379487	Pubmed
9709957	Pubmed
11250653	Pubmed
15126567	Pubmed
10681634	Pubmed
10810289	Pubmed
7543116	Pubmed
10026136	Pubmed
7519608	Pubmed
9497324	Pubmed
7689487	Pubmed
7683646	Pubmed
2476804	Pubmed
15469690	Pubmed
15485880	Pubmed
8781553	Pubmed
11316783	Pubmed
1370451	Pubmed
11788658	Pubmed
12810533	Pubmed
10512690	Pubmed
26091039	Pubmed
8817670	Pubmed
1383255	Pubmed
10218588	Pubmed
7525824	Pubmed
7525634	Pubmed
7538844	Pubmed
11739083	Pubmed
9733769	Pubmed
17985932	Pubmed
2479552	Pubmed
10912521	Pubmed
11158056	Pubmed
10077652	Pubmed
10898936	Pubmed
12241545	Pubmed
17312271	Pubmed
17249697	Pubmed
15642270	Pubmed
9786878	Pubmed
10614670	Pubmed
7525263	Pubmed
15308688	Pubmed
15525596	Pubmed
10951195	Pubmed
7527330	Pubmed
8894645	Pubmed
10990447	Pubmed
8964575	Pubmed
7588299	Pubmed
11264294	Pubmed
11522292	Pubmed
7523391	Pubmed
9922210	Pubmed
21689719	Pubmed
873923	Pubmed
2825773	Pubmed
2681419	Pubmed
