Label	Type	ID	Database	Comment
RAD51D gene 	Protein	ENSG00000185379	Ensembl	
TCEB2 	Protein	Q15370	Uniprot-TrEMBL	
p-S15,S20-TP53 	Protein	P04637	Uniprot-TrEMBL	
CHEK1 Gene 	Protein	ENSG00000149554	Ensembl	
TCEB3 	Protein	Q14241	Uniprot-TrEMBL	
DNA repair genes
regulated by CDK12	Complex	R-HSA-6797615	Reactome	
TCEB3C 	Protein	Q8NG57	Uniprot-TrEMBL	
CDK12 	Protein	Q9NYV4	Uniprot-TrEMBL	
p-S63,S73-JUN 	Protein	P05412	Uniprot-TrEMBL	
DDB2 Gene 	Protein	ENSG00000134574	Ensembl	
ATM Gene 	Protein	ENSG00000149311	Ensembl	
CTDP1 	Protein	Q9Y5B0	Uniprot-TrEMBL	
GTF2H5 	Protein	Q6ZYL4	Uniprot-TrEMBL	
POLR2J 	Protein	P52435	Uniprot-TrEMBL	
TCEA1 	Protein	P23193	Uniprot-TrEMBL	
FANCI 	Protein	Q9NVI1	Uniprot-TrEMBL	
GTF2H3 	Protein	Q13889	Uniprot-TrEMBL	
GTF2F1 	Protein	P35269	Uniprot-TrEMBL	
ATR nascent mRNA 	Protein	ENST00000350721	Ensembl	
NELFE 	Protein	P18615	Uniprot-TrEMBL	
MDC1 	Protein	Q14676	Uniprot-TrEMBL	
POLR2H 	Protein	P52434	Uniprot-TrEMBL	
MSH2 Gene 	Protein	ENSG00000095002	Ensembl	
CCNT1 	Protein	O60563	Uniprot-TrEMBL	
ATR 	Protein	Q13535	Uniprot-TrEMBL	
CDK12 	Protein	Q9NYV4	Uniprot-TrEMBL	
p-T69,T71-ATF2 	Protein	P15336	Uniprot-TrEMBL	
GTF2F2 	Protein	P13984	Uniprot-TrEMBL	
MDC1 Gene 	Protein	ENSG00000137337	Ensembl	
SUPT16H 	Protein	Q9Y5B9	Uniprot-TrEMBL	DSIF is a heterodimer consisting of hSPT4 (human homolog of yeast Spt4- p14) and hSPT5 (human homolog of yeast Spt5-p160).  DSIF association with Pol II may be enabled by Spt5 binding to Pol II  creating a scaffold for NELF binding (Wada et al.,1998). Spt5 subunit of DSIF can be phosphorylated by P-TEFb.
p-3S-POLR2A 	Protein	P24928	Uniprot-TrEMBL	
SSRP1 	Protein	Q08945	Uniprot-TrEMBL	
CTDP1 	Protein	Q9Y5B0	Uniprot-TrEMBL	
CCNT1 	Protein	O60563	Uniprot-TrEMBL	
SUPT16H 	Protein	Q9Y5B9	Uniprot-TrEMBL	DSIF is a heterodimer consisting of hSPT4 (human homolog of yeast Spt4- p14) and hSPT5 (human homolog of yeast Spt5-p160).  DSIF association with Pol II may be enabled by Spt5 binding to Pol II  creating a scaffold for NELF binding (Wada et al.,1998). Spt5 subunit of DSIF can be phosphorylated by P-TEFb.
SUPT4H1 	Protein	P63272	Uniprot-TrEMBL	
MDC1 Gene 	Protein	ENSG00000137337	Ensembl	
FANCD2 nascent mRNA 	Protein	ENST00000419585	Ensembl	
