ID	Database
11684289	Pubmed
8689559	Pubmed
19703008	Pubmed
19217269	Pubmed
9316394	Pubmed
8134367	Pubmed
18292509	Pubmed
2391366	Pubmed
11790530	Pubmed
15749704	Pubmed
15911768	Pubmed
8397411	Pubmed
11529500	Pubmed
10480952	Pubmed
1956401	Pubmed
8415765	Pubmed
9312039	Pubmed
16242130	Pubmed
10631941	Pubmed
12748383	Pubmed
9545226	Pubmed
10748235	Pubmed
10072072	Pubmed
11853874	Pubmed
12078484	Pubmed
7650016	Pubmed
9539769	Pubmed
16181339	Pubmed
10809954	Pubmed
11813165	Pubmed
12742663	Pubmed
14731593	Pubmed
8939989	Pubmed
10593899	Pubmed
2121367	Pubmed
7592972	Pubmed
9497313	Pubmed
8687433	Pubmed
10064083	Pubmed
8947036	Pubmed
10631952	Pubmed
8849454	Pubmed
8145819	Pubmed
16618111	Pubmed
19317650	Pubmed
11714749	Pubmed
10092778	Pubmed
8970738	Pubmed
16824007	Pubmed
10540230	Pubmed
19564404	Pubmed
10036229	Pubmed
17283181	Pubmed
8909537	Pubmed
12198549	Pubmed
18046453	Pubmed
8642258	Pubmed
21441454	Pubmed
8046351	Pubmed
7481823	Pubmed
9606180	Pubmed
7667286	Pubmed
9311912	Pubmed
9075930	Pubmed
17142755	Pubmed
10639150	Pubmed
21116285	Pubmed
8313912	Pubmed
2190094	Pubmed
8148318	Pubmed
9202021	Pubmed
