ID	Database
18082604	Pubmed
13678589	Pubmed
20147293	Pubmed
23277426	Pubmed
23285209	Pubmed
21779497	Pubmed
18725399	Pubmed
34516797	Pubmed
31844045	Pubmed
21738226	Pubmed
35443866	Pubmed
21917714	Pubmed
21258366	Pubmed
7739542	Pubmed
25374504	Pubmed
27899961	Pubmed
31681586	Pubmed
31036713	Pubmed
14690521	Pubmed
21278744	Pubmed
12426574	Pubmed
12422217	Pubmed
21278163	Pubmed
33602924	Pubmed
20180967	Pubmed
24362405	Pubmed
19017631	Pubmed
15385962	Pubmed
12351676	Pubmed
24700588	Pubmed
21925729	Pubmed
11130077	Pubmed
28186500	Pubmed
19427400	Pubmed
30841466	Pubmed
9704927	Pubmed
23133559	Pubmed
24832597	Pubmed
33121128	Pubmed
16327976	Pubmed
21147464	Pubmed
18984165	Pubmed
12718890	Pubmed
29358316	Pubmed
31774019	Pubmed
18404153	Pubmed
15225548	Pubmed
17548511	Pubmed
22956494	Pubmed
15983387	Pubmed
15231737	Pubmed
16618801	Pubmed
22325200	Pubmed
25690892	Pubmed
3463956	Pubmed
36181964	Pubmed
14978216	Pubmed
31060328	Pubmed
35158933	Pubmed
15066258	Pubmed
25470184	Pubmed
23937667	Pubmed
27376062	Pubmed
22420621	Pubmed
22685325	Pubmed
16457799	Pubmed
