Label	Type	ID	Database	Comment
SLIT2 	Protein	O94813	Uniprot-TrEMBL	
ROBO1 	Protein	Q9Y6N7	Uniprot-TrEMBL	
GSPT2 	Protein	Q8IYD1	Uniprot-TrEMBL	
SLIT2	Protein	O94813	Uniprot-TrEMBL	
ABL1 	Protein	P00519	Uniprot-TrEMBL	
PSMB7 	Protein	Q99436	Uniprot-TrEMBL	
PSMC1 	Protein	P62191	Uniprot-TrEMBL	
RPL27A 	Protein	P46776	Uniprot-TrEMBL	
RPS26 	Protein	P62854	Uniprot-TrEMBL	
PSMA6 	Protein	P60900	Uniprot-TrEMBL	
3x4Hyp-3Hyp-COL4A5 	Protein	P29400	Uniprot-TrEMBL	
RPL7 	Protein	P18124	Uniprot-TrEMBL	
RPL12 	Protein	P30050	Uniprot-TrEMBL	
SRGAP2 	Protein	O75044	Uniprot-TrEMBL	
LHX3 	Protein	Q9UBR4	Uniprot-TrEMBL	
PSMB3 	Protein	P49720	Uniprot-TrEMBL	
RPS15 	Protein	P62841	Uniprot-TrEMBL	
RPS2 	Protein	P15880	Uniprot-TrEMBL	
SLIT2,(SLIT3)	Complex	R-HSA-9010822	Reactome	
UBC(1-76) 	Protein	P0CG48	Uniprot-TrEMBL	
LHX2	Protein	P50458	Uniprot-TrEMBL	
RPS21 	Protein	P63220	Uniprot-TrEMBL	
SLIT2(1122-1529) 	Protein	O94813	Uniprot-TrEMBL	
RPS29 	Protein	P62273	Uniprot-TrEMBL	
SLIT2:ROBO1:SRGAP	Complex	R-HSA-376031	Reactome	
LHX4 	Protein	Q969G2	Uniprot-TrEMBL	
AKAP5 	Protein	P24588	Uniprot-TrEMBL	
RHOA:GTP	Complex	R-HSA-5665993	Reactome	
18S rRNA 	Protein	X03205	EMBL	
SOS2 	Protein	Q07890	Uniprot-TrEMBL	
RPL35A 	Protein	P18077	Uniprot-TrEMBL	
ROBO3.2 mRNA	Unknown	R-HSA-9014585	Reactome	
RBX1 	Protein	P62877	Uniprot-TrEMBL	
UBC(381-456) 	Protein	P0CG48	Uniprot-TrEMBL	
Ub-ROBO3.1 	Protein	Q96MS0-1	Uniprot-TrEMBL	
ROBO1 	Protein	Q9Y6N7	Uniprot-TrEMBL	
p-S1330-ROBO3.1:AKAP5:p-T497,T638,S657-PRKCA	Complex	R-HSA-9010778	Reactome	
GTP	Metabolite	CHEBI:15996	ChEBI	
PSME2 	Protein	Q9UL46	Uniprot-TrEMBL	
ROBO3.1:ZSWIM8-CUL2	Complex	R-HSA-9011286	Reactome	
PAK6 	Protein	Q9NQU5	Uniprot-TrEMBL	
RPL36 	Protein	Q9Y3U8	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
ROBO1 	Protein	Q9Y6N7	Uniprot-TrEMBL	
RPS12 	Protein	P25398	Uniprot-TrEMBL	
RPS27 	Protein	P42677	Uniprot-TrEMBL	
RPL35A 	Protein	P18077	Uniprot-TrEMBL	
PSMA8 	Protein	Q8TAA3	Uniprot-TrEMBL	
SLIT1:ROBO1,ROBO2:NCK2	Complex	R-HSA-8985808	Reactome	
SRGAP1 	Protein	Q7Z6B7	Uniprot-TrEMBL	
Pi	Metabolite	CHEBI:43474	ChEBI	
RAC1:GDP	Complex	R-HSA-5674631	Reactome	
MSI1	Protein	O43347	Uniprot-TrEMBL	
CXCL12:CXCR4:ROBO1:SLIT2	Complex	R-HSA-8986277	Reactome	
GalHyl-COL4A5 	Protein	P29400	Uniprot-TrEMBL	
UBA52(1-76) 	Protein	P62987	Uniprot-TrEMBL	
UPF3B 	Protein	Q9BZI7	Uniprot-TrEMBL	
NTN1 	Protein	O95631	Uniprot-TrEMBL	
RPL15 	Protein	P61313	Uniprot-TrEMBL	
Ub	Complex	R-HSA-113595	Reactome	
SLIT3 	Protein	O75094	Uniprot-TrEMBL	
SLIT1:COL4A5	Complex	R-HSA-9010400	Reactome	
ENAH 	Protein	Q8N8S7	Uniprot-TrEMBL	
EIF4A3 	Protein	P38919	Uniprot-TrEMBL	
ROBO1 	Protein	Q9Y6N7	Uniprot-TrEMBL	
RPL15 	Protein	P61313	Uniprot-TrEMBL	
PAK2 	Protein	Q13177	Uniprot-TrEMBL	
UBC(457-532) 	Protein	P0CG48	Uniprot-TrEMBL	
Ena/VASP Proteins	Complex	R-HSA-428478	Reactome	
RPS27A(77-156) 	Protein	P62979	Uniprot-TrEMBL	
DAG1(30-653) 	Protein	Q14118	Uniprot-TrEMBL	
CLASP2 	Protein	O75122	Uniprot-TrEMBL	
RPL14 	Protein	P50914	Uniprot-TrEMBL	
ROBO3.2 	Unknown	R-HSA-9014651	Reactome	
EIF4A3 	Protein	P38919	Uniprot-TrEMBL	
RPL18 	Protein	Q07020	Uniprot-TrEMBL	
3x4Hyp-GalHyl-COL4A5 	Protein	P29400	Uniprot-TrEMBL	
RPS14 	Protein	P62263	Uniprot-TrEMBL	
RPS4Y2 	Protein	Q8TD47	Uniprot-TrEMBL	
SLIT2:ROBO1:ABL:CLASP	Complex	R-HSA-428876	Reactome	
SLIT2(1122-1529)	Protein	O94813	Uniprot-TrEMBL	
RPL11 	Protein	P62913	Uniprot-TrEMBL	
PAK6 	Protein	Q9NQU5	Uniprot-TrEMBL	
PSMD3 	Protein	O43242	Uniprot-TrEMBL	
PRKACG 	Protein	P22612	Uniprot-TrEMBL	
SLIT2:Dystroglycan	Complex	R-HSA-9010869	Reactome	
80S ribosome	Complex	R-HSA-72500	Reactome	
UBB(1-76) 	Protein	P0CG47	Uniprot-TrEMBL	
UBC(1-76) 	Protein	P0CG48	Uniprot-TrEMBL	
3x4Hyp-COL4A5 	Protein	P29400	Uniprot-TrEMBL	
