Label	Type	ID	Database	Comment
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
S-Farn-Me PalmS NRAS 	Protein	P01111	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
PLCG1 	Protein	P19174	Uniprot-TrEMBL	
PI(3,4,5)P3	Metabolite	CHEBI:16618	ChEBI	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
PIK3CD 	Protein	O00329	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
EPO:p-8Y-EPOR:p-12Y-JAK2:LYN:IRS2:p-STAT5	Complex	R-HSA-9012641	Reactome	
RAPGEF1 	Protein	Q13905	Uniprot-TrEMBL	
RAPGEF1 	Protein	Q13905	Uniprot-TrEMBL	
SHC1	Protein	P29353	Uniprot-TrEMBL	
EPO:p-8Y-EPOR:p-12Y-JAK2:LYN:IRS2:p-CRKL:RAPGEF1:p-Y-SHC1:GRB2:SOS1,p-Y-VAV1	Complex	R-HSA-9029079	Reactome	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
PIK3R1 	Protein	P27986	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
GRB2-1 	Protein	P62993-1	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
PIK3R5 	Protein	Q8WYR1	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
PIK3CA 	Protein	P42336	Uniprot-TrEMBL	
p-Y-IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
VAV1 	Protein	P15498	Uniprot-TrEMBL	
p-STAT5A, p-STAT5B	Complex	R-HSA-507929	Reactome	
PI3K alpha, gamma	Complex	R-HSA-9012640	Reactome	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
EPO:p-8Y-EPOR:p-12Y-JAK2:LYN:IRS2:p-CRKL:RAPGEF1:p-Y-SHC1:GRB2:SOS1	Complex	R-HSA-9029089	Reactome	
PIK3R5 	Protein	Q8WYR1	Uniprot-TrEMBL	
EPOR:JAK2:LYN:IRS2	Complex	R-HSA-9006298	Reactome	
ADP	Metabolite	CHEBI:456216	ChEBI	
RAPGEF1 	Protein	Q13905	Uniprot-TrEMBL	
PIK3CG 	Protein	P48736	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
PIK3R1 	Protein	P27986	Uniprot-TrEMBL	
I(1,4,5)P3	Metabolite	CHEBI:16595	ChEBI	
EPO 	Protein	P01588	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
PIK3R1 	Protein	P27986	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
PIK3CA 	Protein	P42336	Uniprot-TrEMBL	
S-Farn-Me-2xPalmS HRAS 	Protein	P01112	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
EPO	Protein	P01588	Uniprot-TrEMBL	
PIK3CG 	Protein	P48736	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
EPOR 	Protein	P19235	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
EPOR 	Protein	P19235	Uniprot-TrEMBL	
PIK3R5 	Protein	Q8WYR1	Uniprot-TrEMBL	
EPO:EPOR:p-Y12-JAK2:LYN:IRS2	Complex	R-HSA-9006305	Reactome	
LYN 	Protein	P07948	Uniprot-TrEMBL	
CRKL 	Protein	P46109	Uniprot-TrEMBL	
EPO:p-8Y-EPOR:p-12Y-JAK2:LYN:IRS2:p-Y-GAB1:PI3K	Complex	R-HSA-9027234	Reactome	
S-Farn-Me-PalmS KRAS4A 	Protein	P01116-1	Uniprot-TrEMBL	
RAPGEF1 	Protein	Q13905	Uniprot-TrEMBL	
EPO:p-8Y-EPOR:p-12Y-JAK2:LYN:IRS2	Complex	R-HSA-9006301	Reactome	
LYN 	Protein	P07948	Uniprot-TrEMBL	
p-CRKL 	Protein	P46109	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
p-Y-GAB1 	Protein	Q13480	Uniprot-TrEMBL	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
p-CRKL 	Protein	P46109	Uniprot-TrEMBL	
RAPGEF1 	Protein	Q13905	Uniprot-TrEMBL	
ADP	Metabolite	CHEBI:456216	ChEBI	
p-Y-GAB1 	Protein	Q13480	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
GRB2-1:VAV1	Complex	R-HSA-9029096	Reactome	
LYN 	Protein	P07948	Uniprot-TrEMBL	
GDP 	Metabolite	CHEBI:17552	ChEBI	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
STAT5A,STAT5B	Complex	R-HSA-452094	Reactome	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
ADP	Metabolite	CHEBI:456216	ChEBI	
LYN 	Protein	P07948	Uniprot-TrEMBL	
PIK3CB 	Protein	P42338	Uniprot-TrEMBL	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
PIK3CA 	Protein	P42336	Uniprot-TrEMBL	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
S-Farn-Me KRAS4B 	Protein	P01116-2	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
CRKL:RAPGEF1	Complex	R-HSA-9024734	Reactome	
p21 RAS:GDP	Complex	R-HSA-109796	Reactome	
ATP	Metabolite	CHEBI:30616	ChEBI	
EPO 	Protein	P01588	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
GRB2-1 	Protein	P62993-1	Uniprot-TrEMBL	
STAT5B 	Protein	P51692	Uniprot-TrEMBL	
EPO:p-8Y-EPOR:p-12Y-JAK2:LYN:IRS2:CRKL:RAPGEF1	Complex	R-HSA-9024721	Reactome	
p-Y694-STAT5A 	Protein	P42229	Uniprot-TrEMBL	
RAPGEF1 	Protein	Q13905	Uniprot-TrEMBL	
EPO 	Protein	P01588	Uniprot-TrEMBL	
GDP	Metabolite	CHEBI:17552	ChEBI	
STAT5A 	Protein	P42229	Uniprot-TrEMBL	
p-CRKL 	Protein	P46109	Uniprot-TrEMBL	
p-Y-SHC1 	Protein	P29353	Uniprot-TrEMBL	
PIK3CB 	Protein	P42338	Uniprot-TrEMBL	
STAT5A 	Protein	P42229	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
p-8Y-EPOR 	Protein	P19235	Uniprot-TrEMBL	
ADP	Metabolite	CHEBI:456216	ChEBI	
PIK3CA 	Protein	P42336	Uniprot-TrEMBL	
ADP	Metabolite	CHEBI:456216	ChEBI	
EPO 	Protein	P01588	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
DAGs	Metabolite	CHEBI:18035	ChEBI	
EPO 	Protein	P01588	Uniprot-TrEMBL	
p-12Y-JAK2 	Protein	O60674	Uniprot-TrEMBL	
PIK3R1 	Protein	P27986	Uniprot-TrEMBL	
GAB1 	Protein	Q13480	Uniprot-TrEMBL	
PIK3CG 	Protein	P48736	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
EPO:p-8Y-EPOR:p-12Y-JAK2:LYN:IRS2:p-CRKL:RAPGEF1:p-Y-SHC1:GRB2:p-Y-VAV1	Complex	R-HSA-9029112	Reactome	
GRB2-1 	Protein	P62993-1	Uniprot-TrEMBL	
RAPGEF1 	Protein	Q13905	Uniprot-TrEMBL	
IRS2 	Protein	Q9Y4H2	Uniprot-TrEMBL	
SOS1 	Protein	Q07889	Uniprot-TrEMBL	
LYN 	Protein	P07948	Uniprot-TrEMBL	
PIK3CD 	Protein	O00329	Uniprot-TrEMBL	
