Label	Type	ID	Database	Comment
SNAP25 	Protein	P60880	Uniprot-TrEMBL	
HSPA8	Protein	P11142	Uniprot-TrEMBL	
PXLP-K357-ABAT
dimer:2Fe-2S	Complex	R-HSA-916847	Reactome	
L-Glu	Metabolite	CHEBI:29985	ChEBI	
SLC6A GABA
transporters	Complex	R-HSA-444011	Reactome	
GABA 	Metabolite	CHEBI:59888	ChEBI	
DNAJC5 	Protein	Q9H3Z4	Uniprot-TrEMBL	
GABA Loaded synaptic
vesicle	Complex	R-HSA-917748	Reactome	
SLC32A1 	Protein	Q9H598	Uniprot-TrEMBL	
RIMS1	Protein	Q86UR5	Uniprot-TrEMBL	
SYT1	Protein	P21579	Uniprot-TrEMBL	
GABA	Metabolite	CHEBI:59888	ChEBI	
GABA 	Metabolite	CHEBI:59888	ChEBI	
STX1A 	Protein	Q16623	Uniprot-TrEMBL	
PXLP-K405-GAD1 	Protein	Q99259	Uniprot-TrEMBL	
SUCCSA	Metabolite	CHEBI:57706	ChEBI	
b-Ala 	Metabolite	CHEBI:16958	ChEBI	
SLC6A12	Protein	P48065	Uniprot-TrEMBL	
PXLP-K405-GAD1 	Protein	Q99259	Uniprot-TrEMBL	
H+	Metabolite	CHEBI:15378	ChEBI	
HSPA8 	Protein	P11142	Uniprot-TrEMBL	
Na+	Metabolite	CHEBI:29101	ChEBI	
PXLP-GAD dimers	Complex	R-HSA-947479	Reactome	
Ca2+ 	Metabolite	CHEBI:29108	ChEBI	
ligands of SLC6A12
(BGT-1)	Complex	R-ALL-352007	Reactome	
CPLX1 	Protein	O14810	Uniprot-TrEMBL	
CO2	Metabolite	CHEBI:16526	ChEBI	
RAB3A	Protein	P20336	Uniprot-TrEMBL	Rab3A, located in the synaptic vesicle membrane, interacts with RIM ( Rab3A interacting Molecule) and with Doc2. These interactions are beleived to initiate the process of priming which precedes the fuison of the synaptic vesicle with the plasma membrane.
SLC32A1 	Protein	Q9H598	Uniprot-TrEMBL	
STX1A	Protein	Q16623	Uniprot-TrEMBL	
NAD+	Metabolite	CHEBI:57540	ChEBI	
2OG	Metabolite	CHEBI:16810	ChEBI	
SNAP25	Protein	P60880	Uniprot-TrEMBL	
2Fe-2S cluster 	Metabolite	CHEBI:33739	ChEBI	
SLC32A1	Protein	Q9H598	Uniprot-TrEMBL	
PXLP-K405-GAD1 	Protein	Q99259	Uniprot-TrEMBL	
Na+	Metabolite	CHEBI:29101	ChEBI	
SUCCA	Metabolite	CHEBI:30031	ChEBI	
PXLP-GAD dimers	Complex	R-HSA-888569	Reactome	
GABA	Metabolite	CHEBI:59888	ChEBI	
RIMS1 	Protein	Q86UR5	Uniprot-TrEMBL	
PXLP-K405-GAD1 	Protein	Q99259	Uniprot-TrEMBL	
STX1A 	Protein	Q16623	Uniprot-TrEMBL	
SYT1 	Protein	P21579	Uniprot-TrEMBL	
PXLP-K405-GAD1 	Protein	Q99259	Uniprot-TrEMBL	
SLC6A11 	Protein	P48066	Uniprot-TrEMBL	
GABA 	Metabolite	CHEBI:59888	ChEBI	
ALDH5A1 tetramer	Complex	R-HSA-9653545	Reactome	
PXLP-K396-GAD2 	Protein	Q05329	Uniprot-TrEMBL	GAD65 or GAD2 is concentrated in the nerve terminal region in the neurons and is involved in the synthesis of GABA which is used as a neurotransmitter.
L-Glu	Metabolite	CHEBI:29985	ChEBI	
SLC6A1 	Protein	P30531	Uniprot-TrEMBL	
PXLP-K396-GAD2 	Protein	Q05329	Uniprot-TrEMBL	GAD65 or GAD2 is concentrated in the nerve terminal region in the neurons and is involved in the synthesis of GABA which is used as a neurotransmitter.
PXLP-K396-GAD2 	Protein	Q05329	Uniprot-TrEMBL	GAD65 or GAD2 is concentrated in the nerve terminal region in the neurons and is involved in the synthesis of GABA which is used as a neurotransmitter.
VAMP2 	Protein	P63027	Uniprot-TrEMBL	
NADH	Metabolite	CHEBI:57945	ChEBI	
PXLP-K396-GAD2 	Protein	Q05329	Uniprot-TrEMBL	
DAB 	Metabolite	CHEBI:48950	ChEBI	
RAB3A 	Protein	P20336	Uniprot-TrEMBL	
BET 	Metabolite	CHEBI:17750	ChEBI	
