ID	Database
21182410	Pubmed
8645190	Pubmed
5723342	Pubmed
1348714	Pubmed
3992061	Pubmed
14602708	Pubmed
9470928	Pubmed
1237296	Pubmed
11986329	Pubmed
19693541	Pubmed
10966814	Pubmed
9008168	Pubmed
15837520	Pubmed
12211432	Pubmed
1567360	Pubmed
2307289	Pubmed
3082888	Pubmed
16563355	Pubmed
18599485	Pubmed
16272566	Pubmed
3595596	Pubmed
641035	Pubmed
1484505	Pubmed
8207089	Pubmed
1400327	Pubmed
8636146	Pubmed
11313359	Pubmed
6129847	Pubmed
41816	Pubmed
5246001	Pubmed
22842973	Pubmed
19729652	Pubmed
10596943	Pubmed
12482924	Pubmed
15265795	Pubmed
9856810	Pubmed
20040604	Pubmed
9363632	Pubmed
3084476	Pubmed
