Label	Type	ID	Database	Comment
TNNI3	GeneProduct			
DES	GeneProduct			
mybpc1	GeneProduct	492356	Entrez Gene	
tcap	GeneProduct	556258	Entrez Gene	
TNNI1	GeneProduct	368778	Entrez Gene	
LOC100148848	GeneProduct	100148848	Entrez Gene	
acta2	GeneProduct	322509	Entrez Gene	
ACTG1	GeneProduct			
zgc:193865	GeneProduct	558627	Entrez Gene	
acta1b	GeneProduct	407658	Entrez Gene	
cmlc1	GeneProduct	64671	Entrez Gene	
TNNI2	GeneProduct	403062	Entrez Gene	
MYBPC3	GeneProduct	556489	Entrez Gene	
MYH6	GeneProduct	386711	Entrez Gene	
tnnc1	GeneProduct	353247	Entrez Gene	
tpm2	GeneProduct	415209	Entrez Gene	
TNNC2	GeneProduct			
vim	GeneProduct	140599	Entrez Gene	
zgc:77592	GeneProduct	402975	Entrez Gene	
MYL3	GeneProduct			MLEV HUMAN
MYL2	GeneProduct	677750	Entrez Gene	
NEB	GeneProduct	566928	Entrez Gene	
ACTN3	GeneProduct			AAC3 MOUSE
MYH8	GeneProduct			
acta1	GeneProduct	58114	Entrez Gene	
MYH3	GeneProduct			
tpm4	GeneProduct	406437	Entrez Gene	
ttna	GeneProduct	317731	Entrez Gene	similiar to hs: Q10465
TNNT3	GeneProduct			
tnnt2	GeneProduct	58071	Entrez Gene	
myl9	GeneProduct	406493	Entrez Gene	
zgc:110761	GeneProduct	541384	Entrez Gene	
DMD	GeneProduct	83773	Entrez Gene	
actn4	GeneProduct	322221	Entrez Gene	
LOC100149766	GeneProduct	100149766	Entrez Gene	
actn2	GeneProduct	641575	Entrez Gene	AAC2 MOUSE
TPM1	GeneProduct	393908	Entrez Gene	p10469
zgc:77231	GeneProduct	336165	Entrez Gene	
