ID	Database
24969695	Pubmed
11340081	Pubmed
11829459	Pubmed
11553796	Pubmed
11157975	Pubmed
12213210	Pubmed
10878810	Pubmed
10781580	Pubmed
18391171	Pubmed
11231582	Pubmed
12743368	Pubmed
16262445	Pubmed
15040784	Pubmed
9600938	Pubmed
16880808	Pubmed
9843499	Pubmed
16702231	Pubmed
17202194	Pubmed
15657136	Pubmed
21419341	Pubmed
15452139	Pubmed
9883880	Pubmed
19741094	Pubmed
10995437	Pubmed
10219243	Pubmed
10724160	Pubmed
14676198	Pubmed
12235133	Pubmed
11747816	Pubmed
11329366	Pubmed
16413920	Pubmed
12488490	Pubmed
17050193	Pubmed
8541526	Pubmed
