Label	Type	ID	Database	Comment
PP2A	Protein	P62714	Uniprot-TrEMBL	
TNFR1	Protein	P19438	Uniprot-TrEMBL	
Procaspase-8	Protein			
Bcl-xL 	Protein	Q07817-1	Uniprot-TrEMBL	
BAX	Protein	Q07812	Uniprot-TrEMBL	
Caspase-9	Protein	P55211	Uniprot-TrEMBL	
RIP3	Protein	Q9Y572	Uniprot-TrEMBL	
Cytochrome c	Protein	P99999	Uniprot-TrEMBL	
TRAF2	Protein	Q12933	Uniprot-TrEMBL	
Bcl-xL	Protein	Q07817-1	Uniprot-TrEMBL	
Caspase-3	Protein	P42574	Uniprot-TrEMBL	
FADD	Protein	Q13158	Uniprot-TrEMBL	
BIRC3	GeneProduct	Q13489	Uniprot-TrEMBL	
Caspase-8	Protein	Q14790	Uniprot-TrEMBL	
Caspase-7	Protein	P55210	Uniprot-TrEMBL	
TRADD	Protein	Q15628	Uniprot-TrEMBL	
BAX	Protein	Q07812	Uniprot-TrEMBL	
TNF alpha	Protein	P01375	Uniprot-TrEMBL	
Bcl-xL	Protein	Q07817-1	Uniprot-TrEMBL	
NPD1	Metabolite	CHEBI:138655	ChEBI	
RIP1	Protein	Q13546	Uniprot-TrEMBL	
TNFR1	Protein	P19438	Uniprot-TrEMBL	
TRAF2	Protein	Q12933	Uniprot-TrEMBL	
TRADD	Protein	Q15628	Uniprot-TrEMBL	
TNF alpha	Protein	P01375	Uniprot-TrEMBL	
RIP1	Protein	Q13546	Uniprot-TrEMBL	
TRADD	Protein	Q15628	Uniprot-TrEMBL	
TRAF2	Protein	Q12933	Uniprot-TrEMBL	
RIP1	Protein	Q13546	Uniprot-TrEMBL	
RIP3	Protein	Q9Y572	Uniprot-TrEMBL	
