ID	Database
16979564	Pubmed
17245604	Pubmed
15464023	Pubmed
9211928	Pubmed
12422219	Pubmed
10485710	Pubmed
9895304	Pubmed
17611497	Pubmed
18954143	Pubmed
12167717	Pubmed
15718470	Pubmed
9812896	Pubmed
10490848	Pubmed
21827948	Pubmed
19805105	Pubmed
12767043	Pubmed
8645157	Pubmed
11803464	Pubmed
7744773	Pubmed
25495341	Pubmed
18753295	Pubmed
23758345	Pubmed
9367159	Pubmed
19896968	Pubmed
9829964	Pubmed
17386267	Pubmed
15808505	Pubmed
26183061	Pubmed
10358075	Pubmed
15987244	Pubmed
10102273	Pubmed
12857750	Pubmed
12791994	Pubmed
11598301	Pubmed
1325671	Pubmed
19576174	Pubmed
17200115	Pubmed
7637810	Pubmed
9736715	Pubmed
9346240	Pubmed
9381178	Pubmed
15183529	Pubmed
12524439	Pubmed
12172553	Pubmed
12150915	Pubmed
15169778	Pubmed
15527798	Pubmed
11715018	Pubmed
11504915	Pubmed
22025163	Pubmed
19644473	Pubmed
20489726	Pubmed
14617782	Pubmed
11231573	Pubmed
12244303	Pubmed
8681945	Pubmed
10555148	Pubmed
12808147	Pubmed
9593664	Pubmed
9811831	Pubmed
11274386	Pubmed
16456541	Pubmed
21668414	Pubmed
16647110	Pubmed
20713702	Pubmed
21368164	Pubmed
20522708	Pubmed
19411071	Pubmed
21976531	Pubmed
18606717	Pubmed
22802530	Pubmed
8657148	Pubmed
21317208	Pubmed
22588880	Pubmed
18754654	Pubmed
15834429	Pubmed
22188813	Pubmed
18829560	Pubmed
10374692	Pubmed
14647476	Pubmed
11905831	Pubmed
15142631	Pubmed
12297041	Pubmed
10459005	Pubmed
10404636	Pubmed
23254191	Pubmed
10833508	Pubmed
16062169	Pubmed
11114882	Pubmed
22367796	Pubmed
17686986	Pubmed
12671646	Pubmed
25619719	Pubmed
11253356	Pubmed
12787574	Pubmed
19927149	Pubmed
24034695	Pubmed
11923872	Pubmed
17499002	Pubmed
12654245	Pubmed
8319905	Pubmed
11883935	Pubmed
17121812	Pubmed
7878469	Pubmed
15103385	Pubmed
21814038	Pubmed
16213212	Pubmed
9529249	Pubmed
19293287	Pubmed
19250907	Pubmed
23303139	Pubmed
15563468	Pubmed
21986495	Pubmed
22177953	Pubmed
21388974	Pubmed
17496919	Pubmed
22535895	Pubmed
19091303	Pubmed
12068308	Pubmed
17496910	Pubmed
21167873	Pubmed
15520807	Pubmed
21372320	Pubmed
17496923	Pubmed
20674547	Pubmed
22569528	Pubmed
24937142	Pubmed
2824653	Pubmed
15077149	Pubmed
11711427	Pubmed
12042762	Pubmed
21157483	Pubmed
16722822	Pubmed
17237348	Pubmed
12842859	Pubmed
17461779	Pubmed
17599906	Pubmed
9724731	Pubmed
8497257	Pubmed
8259215	Pubmed
8246996	Pubmed
9508775	Pubmed
11719808	Pubmed
8001816	Pubmed
23842645	Pubmed
8078588	Pubmed
7859739	Pubmed
15838516	Pubmed
9448290	Pubmed
1828393	Pubmed
8741839	Pubmed
10773440	Pubmed
1828394	Pubmed
1828392	Pubmed
17244524	Pubmed
9190208	Pubmed
9374542	Pubmed
17548806	Pubmed
19540337	Pubmed
17350321	Pubmed
16483568	Pubmed
16475976	Pubmed
7688988	Pubmed
15526160	Pubmed
9739761	Pubmed
15207811	Pubmed
10508235	Pubmed
9989491	Pubmed
10375551	Pubmed
12876557	Pubmed
19247306	Pubmed
16597617	Pubmed
15863038	Pubmed
15567848	Pubmed
20602996	Pubmed
15863030	Pubmed
12080084	Pubmed
7917292	Pubmed
10722704	Pubmed
16914727	Pubmed
24218551	Pubmed
16912174	Pubmed
19047365	Pubmed
17463226	Pubmed
25501036	Pubmed
20858735	Pubmed
12869563	Pubmed
12807903	Pubmed
17545517	Pubmed
7565730	Pubmed
12114214	Pubmed
11679632	Pubmed
8665853	Pubmed
24829397	Pubmed
15023535	Pubmed
22186019	Pubmed
17018285	Pubmed
10744726	Pubmed
9556621	Pubmed
8617750	Pubmed
24050403	Pubmed
14973552	Pubmed
9135143	Pubmed
25451196	Pubmed
22308027	Pubmed
16729043	Pubmed
26318331	Pubmed
10508857	Pubmed
16061658	Pubmed
26535009	Pubmed
9275162	Pubmed
15534001	Pubmed
15985438	Pubmed
19193720	Pubmed
10867024	Pubmed
18721752	Pubmed
24374327	Pubmed
1706616	Pubmed
27189883	Pubmed
7929212	Pubmed
27641496	Pubmed
16978839	Pubmed
9168115	Pubmed
18653779	Pubmed
16778220	Pubmed
19345329	Pubmed
23856247	Pubmed
25867063	Pubmed
24270891	Pubmed
18327259	Pubmed
23419514	Pubmed
26910647	Pubmed
11781575	Pubmed
17974977	Pubmed
26280536	Pubmed
19487573	Pubmed
19729658	Pubmed
21289308	Pubmed
26279303	Pubmed
24344134	Pubmed
12297295	Pubmed
23604351	Pubmed
18716620	Pubmed
18172008	Pubmed
18487508	Pubmed
26415504	Pubmed
17218260	Pubmed
26561776	Pubmed
20577206	Pubmed
26862215	Pubmed
19440552	Pubmed
20388916	Pubmed
23888040	Pubmed
19473982	Pubmed
11545734	Pubmed
21532586	Pubmed
16418168	Pubmed
23013792	Pubmed
22000013	Pubmed
16829519	Pubmed
11035045	Pubmed
25547115	Pubmed
18757404	Pubmed
18199536	Pubmed
25737250	Pubmed
22427670	Pubmed
19884659	Pubmed
17218261	Pubmed
23073177	Pubmed
25728608	Pubmed
17681183	Pubmed
20080666	Pubmed
25224693	Pubmed
24367090	Pubmed
25884169	Pubmed
16702404	Pubmed
24429633	Pubmed
11378386	Pubmed
17424910	Pubmed
21851428	Pubmed
21680538	Pubmed
29980625	Pubmed
12511868	Pubmed
17535799	Pubmed
28539435	Pubmed
21354435	Pubmed
17037979	Pubmed
22031296	Pubmed
15033483	Pubmed
22028449	Pubmed
15496458	Pubmed
14534365	Pubmed
27288742	Pubmed
18657504	Pubmed
17916740	Pubmed
15956359	Pubmed
16274718	Pubmed
22446104	Pubmed
2423252	Pubmed
11081636	Pubmed
10648629	Pubmed
20802513	Pubmed
1846706	Pubmed
10521801	Pubmed
12147692	Pubmed
6590967	Pubmed
15301554	Pubmed
7651534	Pubmed
12726861	Pubmed
8208547	Pubmed
22270953	Pubmed
16113677	Pubmed
11430831	Pubmed
15180923	Pubmed
16782899	Pubmed
1655790	Pubmed
19996456	Pubmed
17662939	Pubmed
7708691	Pubmed
8302603	Pubmed
15249655	Pubmed
17403932	Pubmed
21102609	Pubmed
25992381	Pubmed
19881549	Pubmed
15167892	Pubmed
7854453	Pubmed
14685170	Pubmed
24518591	Pubmed
12948444	Pubmed
8384622	Pubmed
9140397	Pubmed
12006644	Pubmed
7854452	Pubmed
10871282	Pubmed
16461907	Pubmed
15070743	Pubmed
1827664	Pubmed
9038378	Pubmed
9407027	Pubmed
7731718	Pubmed
10753869	Pubmed
7513258	Pubmed
15218027	Pubmed
10734310	Pubmed
9070211	Pubmed
18614017	Pubmed
1081164	Pubmed
803528	Pubmed
8580068	Pubmed
19249086	Pubmed
7538118	Pubmed
20206686	Pubmed
17052215	Pubmed
7524079	Pubmed
7927516	Pubmed
18818202	Pubmed
10648173	Pubmed
18596693	Pubmed
2011584	Pubmed
1375264	Pubmed
7688784	Pubmed
15489917	Pubmed
16849466	Pubmed
11901194	Pubmed
6335036	Pubmed
4589993	Pubmed
7592958	Pubmed
1376928	Pubmed
8306975	Pubmed
8163536	Pubmed
19909372	Pubmed
15509800	Pubmed
19065780	Pubmed
1702903	Pubmed
18187424	Pubmed
20192804	Pubmed
