Label	Type	ID	Database	Comment
STEAP2 	Protein	Q8NFT2	Uniprot-TrEMBL	
ATP6V0D2 	Protein	Q8N8Y2	Uniprot-TrEMBL	
H+	Metabolite	CHEBI:15378	ChEBI	
ATP6V1A 	Protein	P38606	Uniprot-TrEMBL	
SLC40A1:HEPH:6Cu2+	Complex	R-HSA-904821	Reactome	
apoTF 	Protein	P02787	Uniprot-TrEMBL	
RPS27A(1-76) 	Protein	P62979	Uniprot-TrEMBL	
NADP+	Metabolite	CHEBI:18009	ChEBI	
e-	Metabolite	CHEBI:10545	ChEBI	
IREB2 	Protein	P48200	Uniprot-TrEMBL	
ACO1, IREB2:TFRC,
ALAD, FTL, FTH1
mRNAs	Complex	R-HSA-5690882	Reactome	
ACO1	Protein	P21399	Uniprot-TrEMBL	
apoTF 	Protein	P02787	Uniprot-TrEMBL	
ATP6V1C2 	Protein	Q8NEY4	Uniprot-TrEMBL	
ATP6V0D1 	Protein	P61421	Uniprot-TrEMBL	
O2	Metabolite	CHEBI:15379	ChEBI	
ATP6V1B2 	Protein	P21281	Uniprot-TrEMBL	
FBXL5	Protein	Q9UKA1	Uniprot-TrEMBL	
TFR2 	Protein	Q9UP52	Uniprot-TrEMBL	
ATP6V1H 	Protein	Q9UI12	Uniprot-TrEMBL	
ATP6AP1 	Protein	Q15904	Uniprot-TrEMBL	
HC-ABCG2 	Protein	Q9UNQ0	Uniprot-TrEMBL	
FTMT 24mer	Complex	R-HSA-5691188	Reactome	
HMOX1 	Protein	P09601	Uniprot-TrEMBL	
TCIRG1 	Protein	Q13488	Uniprot-TrEMBL	
CUL1 	Protein	Q13616	Uniprot-TrEMBL	
UBC(153-228) 	Protein	P0CG48	Uniprot-TrEMBL	
TCIRG1 	Protein	Q13488	Uniprot-TrEMBL	
Fe2+	Metabolite	CHEBI:29033	ChEBI	
TFRC(1-760) 	Protein	P02786	Uniprot-TrEMBL	
ATP6V0C 	Protein	P27449	Uniprot-TrEMBL	
O2	Metabolite	CHEBI:15379	ChEBI	
SLC22A17 	Protein	Q8WUG5	Uniprot-TrEMBL	
ATP6V0E1 	Protein	O15342	Uniprot-TrEMBL	
H+	Metabolite	CHEBI:15378	ChEBI	
ACO1 	Protein	P21399	Uniprot-TrEMBL	
Fe3+ 	Metabolite	CHEBI:29034	ChEBI	
LCN2 	Protein	P80188	Uniprot-TrEMBL	
Fe2+	Metabolite	CHEBI:29033	ChEBI	
CAND1 	Protein	Q86VP6	Uniprot-TrEMBL	
FeHM 	Metabolite	CHEBI:36144	ChEBI	
O2	Metabolite	CHEBI:15379	ChEBI	
TFRC(1-760) 	Protein	P02786	Uniprot-TrEMBL	
UBA52(1-76) 	Protein	P62987	Uniprot-TrEMBL	
apoTF:TFRC dimer	Complex	R-HSA-917912	Reactome	
H+	Metabolite	CHEBI:15378	ChEBI	
ACO1, IREB2	Complex	R-HSA-5690910	Reactome	
ATP6AP1	Protein	Q15904	Uniprot-TrEMBL	
