ID	Database
15232608	Pubmed
15750290	Pubmed
18675468	Pubmed
9848086	Pubmed
18035450	Pubmed
15363492	Pubmed
11484003	Pubmed
15295589	Pubmed
15177383	Pubmed
17568632	Pubmed
17055782	Pubmed
18782350	Pubmed
10830966	Pubmed
16677790	Pubmed
16529745	Pubmed
10527810	Pubmed
15864339	Pubmed
31655116	Pubmed
29378302	Pubmed
28057414	Pubmed
27994051	Pubmed
24797360	Pubmed
27313835	Pubmed
31191253	Pubmed
23423488	Pubmed
27807401	Pubmed
20048743	Pubmed
18829576	Pubmed
17612493	Pubmed
20486779	Pubmed
20584986	Pubmed
22921398	Pubmed
22285895	Pubmed
18434550	Pubmed
21131358	Pubmed
30741722	Pubmed
29890840	Pubmed
