ID	Database
17081103	Pubmed
10569628	Pubmed
4774123	Pubmed
9442035	Pubmed
1848655	Pubmed
18761324	Pubmed
8617728	Pubmed
16413410	Pubmed
18479189	Pubmed
14642406	Pubmed
9075838	Pubmed
17960332	Pubmed
19450180	Pubmed
18617006	Pubmed
12231557	Pubmed
11264458	Pubmed
18757362	Pubmed
8769129	Pubmed
9278416	Pubmed
15680219	Pubmed
10842581	Pubmed
16174820	Pubmed
15689384	Pubmed
19415921	Pubmed
14704851	Pubmed
6371429	Pubmed
17713401	Pubmed
18032380	Pubmed
10064852	Pubmed
18987785	Pubmed
15976321	Pubmed
18198219	Pubmed
19769461	Pubmed
19557870	Pubmed
17526492	Pubmed
17365173	Pubmed
16319061	Pubmed
15215856	Pubmed
2602371	Pubmed
9112289	Pubmed
18420277	Pubmed
12627223	Pubmed
10471130	Pubmed
2448410	Pubmed
9737710	Pubmed
18522490	Pubmed
9627909	Pubmed
11939906	Pubmed
3790723	Pubmed
12432933	Pubmed
17439363	Pubmed
2992548	Pubmed
11121721	Pubmed
9730949	Pubmed
11325678	Pubmed
17311055	Pubmed
19660687	Pubmed
19825219	Pubmed
12432931	Pubmed
11413152	Pubmed
15780594	Pubmed
15317910	Pubmed
12432932	Pubmed
218223	Pubmed
9587024	Pubmed
17534535	Pubmed
17016550	Pubmed
17508906	Pubmed
15925209	Pubmed
9584338	Pubmed
16698314	Pubmed
16430221	Pubmed
11090610	Pubmed
18498226	Pubmed
8325534	Pubmed
19674315	Pubmed
10653827	Pubmed
15837518	Pubmed
11460480	Pubmed
6122208	Pubmed
11861418	Pubmed
8440384	Pubmed
19403638	Pubmed
3046314	Pubmed
15680232	Pubmed
14580199	Pubmed
18680158	Pubmed
11761328	Pubmed
18938145	Pubmed
6311078	Pubmed
12895592	Pubmed
16887964	Pubmed
16962588	Pubmed
9535873	Pubmed
19464347	Pubmed
12730456	Pubmed
14726604	Pubmed
12062442	Pubmed
19268692	Pubmed
7649494	Pubmed
19747065	Pubmed
17389926	Pubmed
15063746	Pubmed
1848582	Pubmed
18656701	Pubmed
8986768	Pubmed
12775843	Pubmed
11716958	Pubmed
11839807	Pubmed
10705969	Pubmed
18424738	Pubmed
16574427	Pubmed
17912575	Pubmed
17511631	Pubmed
10048303	Pubmed
18927507	Pubmed
4086942	Pubmed
16120612	Pubmed
15314690	Pubmed
11878747	Pubmed
15704532	Pubmed
16202558	Pubmed
14677018	Pubmed
19413181	Pubmed
11307174	Pubmed
19024248	Pubmed
9368067	Pubmed
17049925	Pubmed
17392543	Pubmed
19803417	Pubmed
11251339	Pubmed
11215511	Pubmed
19403631	Pubmed
6300970	Pubmed
19375431	Pubmed
