ID	Database
11901194	Pubmed
803528	Pubmed
7538118	Pubmed
17052215	Pubmed
4589993	Pubmed
8163536	Pubmed
15489917	Pubmed
8580068	Pubmed
20206686	Pubmed
1375264	Pubmed
10648173	Pubmed
7524079	Pubmed
20192804	Pubmed
2011584	Pubmed
8306975	Pubmed
19909372	Pubmed
7927516	Pubmed
19249086	Pubmed
16849466	Pubmed
15509800	Pubmed
1702903	Pubmed
1376928	Pubmed
7592958	Pubmed
18818202	Pubmed
18187424	Pubmed
1081164	Pubmed
7688784	Pubmed
6335036	Pubmed
19065780	Pubmed
18596693	Pubmed
10860980	Pubmed
8631904	Pubmed
8576111	Pubmed
9727000	Pubmed
8799126	Pubmed
16301747	Pubmed
16356855	Pubmed
9326643	Pubmed
12573241	Pubmed
10051622	Pubmed
12453414	Pubmed
11994425	Pubmed
7561031	Pubmed
8475064	Pubmed
7706301	Pubmed
7479976	Pubmed
7809113	Pubmed
7862124	Pubmed
7479848	Pubmed
7831327	Pubmed
7575604	Pubmed
7628694	Pubmed
7957109	Pubmed
1374290	Pubmed
12181444	Pubmed
3500860	Pubmed
1705565	Pubmed
1599430	Pubmed
9235916	Pubmed
18025150	Pubmed
1372019	Pubmed
10777492	Pubmed
11221888	Pubmed
10835426	Pubmed
10934204	Pubmed
17283063	Pubmed
9990852	Pubmed
10230406	Pubmed
9859996	Pubmed
10321728	Pubmed
10066435	Pubmed
10514424	Pubmed
17452328	Pubmed
19066035	Pubmed
3129195	Pubmed
18462924	Pubmed
1756723	Pubmed
11042164	Pubmed
9382888	Pubmed
2304550	Pubmed
2303036	Pubmed
12070292	Pubmed
8387275	Pubmed
8670417	Pubmed
12118249	Pubmed
16408005	Pubmed
11071869	Pubmed
9697839	Pubmed
21822214	Pubmed
19372136	Pubmed
11449366	Pubmed
11909947	Pubmed
12456653	Pubmed
9705962	Pubmed
9341187	Pubmed
7618087	Pubmed
23836650	Pubmed
9890995	Pubmed
18006696	Pubmed
18052078	Pubmed
21469132	Pubmed
15161916	Pubmed
1550550	Pubmed
11606584	Pubmed
11226282	Pubmed
19206206	Pubmed
8947047	Pubmed
7687539	Pubmed
9601638	Pubmed
9547345	Pubmed
9480991	Pubmed
17428801	Pubmed
14695475	Pubmed
20449947	Pubmed
11460167	Pubmed
7691807	Pubmed
7528218	Pubmed
15187135	Pubmed
7687428	Pubmed
10706702	Pubmed
9914500	Pubmed
9135156	Pubmed
9721103	Pubmed
9315679	Pubmed
10593898	Pubmed
15657177	Pubmed
16301621	Pubmed
10222061	Pubmed
12730099	Pubmed
18995841	Pubmed
17486119	Pubmed
17224452	Pubmed
18843204	Pubmed
18420269	Pubmed
21408196	Pubmed
16906149	Pubmed
22210847	Pubmed
18326500	Pubmed
10770799	Pubmed
10432293	Pubmed
10880360	Pubmed
10983984	Pubmed
9312192	Pubmed
9106655	Pubmed
8684469	Pubmed
7657645	Pubmed
11231878	Pubmed
11030334	Pubmed
10498607	Pubmed
10556826	Pubmed
17264076	Pubmed
8630736	Pubmed
11331309	Pubmed
22045853	Pubmed
15899849	Pubmed
8524402	Pubmed
7526403	Pubmed
22262777	Pubmed
12234184	Pubmed
20347421	Pubmed
18775730	Pubmed
12218175	Pubmed
10893415	Pubmed
9751060	Pubmed
20434986	Pubmed
2269333	Pubmed
1401917	Pubmed
7514267	Pubmed
8206991	Pubmed
10872471	Pubmed
