ID	Database
9336012	Pubmed
16679072	Pubmed
19879980	Pubmed
20541618	Pubmed
11875253	Pubmed
20493921	Pubmed
8399223	Pubmed
4994926	Pubmed
20578724	Pubmed
21282642	Pubmed
20349499	Pubmed
22001224	Pubmed
17427958	Pubmed
2169869	Pubmed
9635771	Pubmed
6819139	Pubmed
3080418	Pubmed
6433979	Pubmed
120192	Pubmed
1554744	Pubmed
234739	Pubmed
6407977	Pubmed
8083199	Pubmed
9054574	Pubmed
18162396	Pubmed
2111324	Pubmed
15501038	Pubmed
11676494	Pubmed
7625839	Pubmed
11121027	Pubmed
18294854	Pubmed
18703501	Pubmed
16006130	Pubmed
17228881	Pubmed
17499996	Pubmed
9784398	Pubmed
10409679	Pubmed
17761422	Pubmed
16302824	Pubmed
14611844	Pubmed
8356065	Pubmed
