ID	Database
20100523	Pubmed
19453276	Pubmed
19720617	Pubmed
17696772	Pubmed
20214493	Pubmed
19767391	Pubmed
28765093	Pubmed
17998403	Pubmed
28301740	Pubmed
17996737	Pubmed
18174896	Pubmed
15644312	Pubmed
17510655	Pubmed
14726512	Pubmed
23811401	Pubmed
15254020	Pubmed
23041349	Pubmed
26697887	Pubmed
21750375	Pubmed
16849325	Pubmed
19962426	Pubmed
19409522	Pubmed
15683237	Pubmed
23597483	Pubmed
16185709	Pubmed
25315652	Pubmed
20593814	Pubmed
18678864	Pubmed
12450408	Pubmed
2547778	Pubmed
26416881	Pubmed
23260140	Pubmed
23676665	Pubmed
25339201	Pubmed
25959673	Pubmed
16387659	Pubmed
12127981	Pubmed
10339406	Pubmed
24636990	Pubmed
20053669	Pubmed
17624330	Pubmed
25476776	Pubmed
24934289	Pubmed
22842048	Pubmed
18093982	Pubmed
