Label	Type	ID	Database	Comment
Caffeine 	Metabolite	CHEBI:27732	ChEBI	
CASR	Protein	P41180	Uniprot-TrEMBL	
Strychnine 	Metabolite	CHEBI:28973	ChEBI	
GRM1,GRM5 	Unknown	R-HSA-420566	Reactome	
GRM1,GRM5 	Unknown	R-HSA-420566	Reactome	
Ethylpyrazine 	Metabolite	CHEBI:73232	ChEBI	
TAS2R9 	Protein	Q9NYW1	Uniprot-TrEMBL	
Sweet taste
compounds	Complex	R-ALL-444679	Reactome	
TAS1R1 	Protein	Q7RTX1	Uniprot-TrEMBL	
Amygdalin 	Metabolite	CHEBI:27613	ChEBI	
TAS2Rs	Complex	R-HSA-3299629	Reactome	
Crispolide 	Metabolite	CHEBI:73231	ChEBI	
Cnicin 	Metabolite	CHEBI:3768	ChEBI	
GRM2,GRM3,GRM4,GRM6,GRM7,GRM8 	Unknown	R-HSA-420517	Reactome	
Erythromycin 	Metabolite	CHEBI:48923	ChEBI	
TAS2R38 	Protein	P59533	Uniprot-TrEMBL	
TAS1R2:TAS1R3:Sweet
taste compounds	Complex	R-HSA-444662	Reactome	
Alpha-thujone 	Metabolite	CHEBI:50042	ChEBI	
Thiamine 	Metabolite	CHEBI:26948	ChEBI	
Parthenolide 	Metabolite	CHEBI:7939	ChEBI	
Thiamine 	Metabolite	CHEBI:26948	ChEBI	
TAS2R19 	Protein	P59542	Uniprot-TrEMBL	
Grosshemin 	Metabolite	CHEBI:5547	ChEBI	
Coumarin 	Metabolite	CHEBI:28794	ChEBI	
TAS2R41 	Protein	P59536	Uniprot-TrEMBL	
Basic L-amino acids 	Unknown	R-ALL-420746	Reactome	
Cucurbitacin B 	Metabolite	CHEBI:3941	ChEBI	
TAS2R40 	Protein	P59535	Uniprot-TrEMBL	
Artemorin 	Metabolite	CHEBI:2853	ChEBI	
Crispolide 	Metabolite	CHEBI:73231	ChEBI	
Quassin 	Metabolite	CHEBI:8692	ChEBI	
Cnicin 	Metabolite	CHEBI:3768	ChEBI	
Papaverine 	Metabolite	CHEBI:28241	ChEBI	
Quassin 	Metabolite	CHEBI:8692	ChEBI	
CASR 	Protein	P41180	Uniprot-TrEMBL	
Arbutin 	Metabolite	CHEBI:18305	ChEBI	
Yohimbine 	Metabolite	CHEBI:10093	ChEBI	
TAS2R3 	Protein	Q9NYW6	Uniprot-TrEMBL	
TAS2R7 	Protein	Q9NYW3	Uniprot-TrEMBL	
TAS2R40 	Protein	P59535	Uniprot-TrEMBL	
TAS2R46 	Protein	P59540	Uniprot-TrEMBL	
Andrographolide 	Metabolite	CHEBI:65408	ChEBI	
GABBR1 	Protein	Q9UBS5	Uniprot-TrEMBL	
Noscapine 	Metabolite	CHEBI:73237	ChEBI	
TAS2R16 	Protein	Q9NYV7	Uniprot-TrEMBL	
TAS2R30 	Protein	P59541	Uniprot-TrEMBL	
G alpha (i)
signalling events	Pathway	R-HSA-418594	Reactome	The classical signalling mechanism for G alpha (i) is inhibition of the cAMP dependent pathway through inhibition of adenylate cyclase (Dessauer C W et al. 2002). Decreased production of cAMP from ATP results in decreased activity of cAMP-dependent protein kinases. Other functions of G alpha (i) includes activation of the protein tyrosine kinase c-Src (Ma Y C et al. 2000). Regulator of G-protein Signalling (RGS) proteins can regulate the activity of G alpha (i) (Soundararajan et al. 2008).
Absynthin 	Metabolite	CHEBI:2366	ChEBI	
Cascarillin 	Metabolite	CHEBI:3445	ChEBI	
Helicin 	Metabolite	CHEBI:73235	ChEBI	
Brucine 	Metabolite	CHEBI:3193	ChEBI	
TAS2R13 	Protein	Q9NYV9	Uniprot-TrEMBL	
Chloramphenicol 	Metabolite	CHEBI:17698	ChEBI	
Arborescin 	Metabolite	CHEBI:73226	ChEBI	
Picrotoxinin 	Metabolite	CHEBI:8206	ChEBI	
CASR:Ca2+	Complex	R-HSA-420743	Reactome	
TAS2R46 	Protein	P59540	Uniprot-TrEMBL	
TAS2R45 	Protein	P59539	Uniprot-TrEMBL	
Arglabin 	Metabolite	CHEBI:73228	ChEBI	
TAS1R3 	Protein	Q7RTX0	Uniprot-TrEMBL	
GABBR2 	Protein	O75899	Uniprot-TrEMBL	
Aloin 	Metabolite	CHEBI:73222	ChEBI	
SACC 	Metabolite	CHEBI:32111	ChEBI	
GRM2,GRM3,GRM4,GRM6,GRM7,GRM8 	Unknown	R-HSA-420517	Reactome	
GPRC6A	Protein	Q5T6X5	Uniprot-TrEMBL	
GRM1-8	Complex	R-HSA-420516	Reactome	
TAS2R14 	Protein	Q9NYV8	Uniprot-TrEMBL	
TAS2R13 	Protein	Q9NYV9	Uniprot-TrEMBL	
Quinine 	Metabolite	CHEBI:15854	ChEBI	
Chloramphenicol 	Metabolite	CHEBI:17698	ChEBI	
Phenethyl isothiocyanate 	Metabolite	CHEBI:351346	ChEBI	
TAS2R42 	Protein	Q7RTR8	Uniprot-TrEMBL	
Amygdalin 	Metabolite	CHEBI:27613	ChEBI	
TAS2R60 	Protein	P59551	Uniprot-TrEMBL	
TAS2R19 	Protein	P59542	Uniprot-TrEMBL	
TAS2R5 	Protein	Q9NYW4	Uniprot-TrEMBL	
GABBR1 	Protein	Q9UBS5	Uniprot-TrEMBL	
Aristolochic acid 	Metabolite	CHEBI:2825	ChEBI	
TAS1R3 	Protein	Q7RTX0	Uniprot-TrEMBL	
GABA 	Metabolite	CHEBI:59888	ChEBI	
TAS2R43 	Protein	P59537	Uniprot-TrEMBL	
Cucurbitacin E 	Metabolite	CHEBI:3944	ChEBI	
Sinigrin 	Metabolite	CHEBI:9162	ChEBI	
GABBR2 	Protein	O75899	Uniprot-TrEMBL	
TAS2R42 	Protein	Q7RTR8	Uniprot-TrEMBL	
Absynthin 	Metabolite	CHEBI:2366	ChEBI	
TAS2R41 	Protein	P59536	Uniprot-TrEMBL	
Amarogentin 	Metabolite	CHEBI:2622	ChEBI	
Ca2+ 	Metabolite	CHEBI:29108	ChEBI	
Picrotoxinin 	Metabolite	CHEBI:8206	ChEBI	
Arglabin 	Metabolite	CHEBI:73228	ChEBI	
GABA	Metabolite	CHEBI:59888	ChEBI	
GPRC6A ligands	Complex	R-ALL-420706	Reactome	
Cucurbitacin E 	Metabolite	CHEBI:3944	ChEBI	
Brucine 	Metabolite	CHEBI:3193	ChEBI	
Caffeine 	Metabolite	CHEBI:27732	ChEBI	
Ca2+ 	Metabolite	CHEBI:29108	ChEBI	
TAS2R14 	Protein	Q9NYV8	Uniprot-TrEMBL	
TAS2R5 	Protein	Q9NYW4	Uniprot-TrEMBL	
SACC 	Metabolite	CHEBI:32111	ChEBI	
TAS1R2 	Protein	Q8TE23	Uniprot-TrEMBL	
Cascarillin 	Metabolite	CHEBI:3445	ChEBI	
