ID	Database
16756494	Pubmed
18799520	Pubmed
11415433	Pubmed
10419495	Pubmed
25515061	Pubmed
9469587	Pubmed
16186124	Pubmed
11555634	Pubmed
2351134	Pubmed
12562770	Pubmed
10777549	Pubmed
19965611	Pubmed
17510064	Pubmed
11341778	Pubmed
11306053	Pubmed
9133646	Pubmed
9089413	Pubmed
16385454	Pubmed
8902629	Pubmed
10092594	Pubmed
16685654	Pubmed
10706581	Pubmed
24535825	Pubmed
24905344	Pubmed
20558530	Pubmed
10811639	Pubmed
16546181	Pubmed
1679347	Pubmed
9166898	Pubmed
10198260	Pubmed
9874197	Pubmed
12445829	Pubmed
10455107	Pubmed
11514237	Pubmed
22745130	Pubmed
15599942	Pubmed
9271077	Pubmed
10486279	Pubmed
7649182	Pubmed
11060344	Pubmed
11060359	Pubmed
16185196	Pubmed
11673457	Pubmed
16940157	Pubmed
18757502	Pubmed
7876265	Pubmed
17458872	Pubmed
10468558	Pubmed
22534643	Pubmed
1651711	Pubmed
15060085	Pubmed
486181	Pubmed
6798973	Pubmed
8943006	Pubmed
8387517	Pubmed
