Label	Type	ID	Database	Comment
Connexin 36/Connexin
45 Gap Junction
Complex	Complex	R-HSA-375333	Reactome	
PANX2 	Protein	Q96RD6	Uniprot-TrEMBL	
Connexin 62 Gap
Junction Complex	Complex	R-HSA-375341	Reactome	
GJD2 	Protein	Q9UKL4	Uniprot-TrEMBL	
PANX1 	Protein	Q96RD7	Uniprot-TrEMBL	
K+	Metabolite	CHEBI:29103	ChEBI	
GJA10 	Protein	Q969M2	Uniprot-TrEMBL	
Pannexin 1/Pannexin
2 Gap Junction
Complex	Complex	R-HSA-375332	Reactome	
Connexin 36 Gap
Junction Complex	Complex	R-HSA-375351	Reactome	
GJC1 	Protein	P36383	Uniprot-TrEMBL	
GJD2 	Protein	Q9UKL4	Uniprot-TrEMBL	
