Label	Type	ID	Database	Comment
TBP 	Protein	P20226	Uniprot-TrEMBL	
ELL2 	Protein	O00472	Uniprot-TrEMBL	
ZNF143 	Protein	P52747	Uniprot-TrEMBL	
RNU4ATAC gene 	Protein	ENSG00000264229	Ensembl	
TAF9 	Protein	Q16594	Uniprot-TrEMBL	
INTS5 	Protein	Q6P9B9	Uniprot-TrEMBL	
POLR2K 	Protein	P53803	Uniprot-TrEMBL	
SNAPC5 	Protein	O75971	Uniprot-TrEMBL	
GTF2E1 	Protein	P29083	Uniprot-TrEMBL	
NABP2 	Protein	Q9BQ15	Uniprot-TrEMBL	
RNU5A-1 gene 	Protein	ENSG00000199568	Ensembl	
CCNT2 	Protein	O60583	Uniprot-TrEMBL	
RPRD1A 	Protein	Q96P16	Uniprot-TrEMBL	
RNU5A-1 gene 	Protein	ENSG00000199568	Ensembl	
GTF2A2 	Protein	P52657	Uniprot-TrEMBL	
ASUN 	Protein	Q9NVM9	Uniprot-TrEMBL	
CCNK 	Protein	O75909	Uniprot-TrEMBL	
GTF2A1(275-376) 	Protein	P52655	Uniprot-TrEMBL	
SNAPC4 	Protein	Q5SXM2	Uniprot-TrEMBL	
ZNF143 	Protein	P52747	Uniprot-TrEMBL	
TBP	Protein	P20226	Uniprot-TrEMBL	
RNU4-1 gene 	Protein	ENSG00000200795	Ensembl	
NCBP2 	Protein	P52298	Uniprot-TrEMBL	
SNAPC5 	Protein	O75971	Uniprot-TrEMBL	
RNU11 gene 	Protein	ENSG00000274978	Ensembl	
SNAPC4 	Protein	Q5SXM2	Uniprot-TrEMBL	
GTF2A1(275-376) 	Protein	P52655	Uniprot-TrEMBL	
POU2F1 	Protein	P14859	Uniprot-TrEMBL	
NCBP1 	Protein	Q09161	Uniprot-TrEMBL	
TBP 	Protein	P20226	Uniprot-TrEMBL	
CCNT1 	Protein	O60563	Uniprot-TrEMBL	
RNU11 gene 	Protein	ENSG00000274978	Ensembl	
TAF8 	Protein	Q7Z7C8	Uniprot-TrEMBL	
SNAPC5 	Protein	O75971	Uniprot-TrEMBL	
CDK9 	Protein	P50750	Uniprot-TrEMBL	
RPAP2 	Protein	Q8IXW5	Uniprot-TrEMBL	
RNU5A-1 gene 	Protein	ENSG00000199568	Ensembl	
ZNF143 	Protein	P52747	Uniprot-TrEMBL	
INTS6 	Protein	Q9UL03	Uniprot-TrEMBL	
TAF11 	Protein	Q15544	Uniprot-TrEMBL	
POLR2L 	Protein	P62875	Uniprot-TrEMBL	
POU2F1 	Protein	P14859	Uniprot-TrEMBL	
POLR2E 	Protein	P19388	Uniprot-TrEMBL	
RNU2-1 gene 	Protein	ENSG00000274585	Ensembl	
GTF2A1(1-274) 	Protein	P52655	Uniprot-TrEMBL	
POU2F2 	Protein	P09086	Uniprot-TrEMBL	
U5 snRNA 	Protein	X04293	EMBL	
GTF2F2 	Protein	P13984	Uniprot-TrEMBL	
RNA
polymerase
II
(phosphoserine-2,7):RPAP2:Integrator:LEC:Initiation factors:snRNA gene	Complex	R-HSA-6814530	Reactome	
ZNF143 	Protein	P52747	Uniprot-TrEMBL	
GTF2E1 	Protein	P29083	Uniprot-TrEMBL	
GTF2B 	Protein	Q00403	Uniprot-TrEMBL	
CDK9 	Protein	P50750	Uniprot-TrEMBL	
NABP2 	Protein	Q9BQ15	Uniprot-TrEMBL	
RPRD1A 	Protein	Q96P16	Uniprot-TrEMBL	
POLR2F 	Protein	P61218	Uniprot-TrEMBL	
SNAPC2 	Protein	Q13487	Uniprot-TrEMBL	
TAF8 	Protein	Q7Z7C8	Uniprot-TrEMBL	
POLR2B 	Protein	P30876	Uniprot-TrEMBL	
INTS5 	Protein	Q6P9B9	Uniprot-TrEMBL	
NCBP1 	Protein	Q09161	Uniprot-TrEMBL	
p-S5,S7-POLR2A 	Protein	P24928	Uniprot-TrEMBL	The C-terminal domain (CTD) of POLR2A contains about 52 repeats of the consensus heptad YSPTSPS. Serines-2,5, and 7 of the heptads are phosphorylated in RNA polymerase II initiating transcription of snRNA genes. The exact repeats that are phosphorylated are not known.
ADP	Metabolite	CHEBI:456216	ChEBI	
TAF6 	Protein	P49848	Uniprot-TrEMBL	
POLR2B 	Protein	P30876	Uniprot-TrEMBL	
RNU2-1 gene 	Protein	ENSG00000274585	Ensembl	
VWA9 	Protein	Q96SY0	Uniprot-TrEMBL	
ELL2 	Protein	O00472	Uniprot-TrEMBL	
GTF2E1 	Protein	P29083	Uniprot-TrEMBL	
NABP2 	Protein	Q9BQ15	Uniprot-TrEMBL	
GTF2E2 	Protein	P29084	Uniprot-TrEMBL	
POLR2B 	Protein	P30876	Uniprot-TrEMBL	
RNU2-1 gene 	Protein	ENSG00000274585	Ensembl	
pre-snRNA 	Unknown	R-HSA-6814536	Reactome	
INTS8 	Protein	Q75QN2	Uniprot-TrEMBL	
RNU2-1 gene 	Protein	ENSG00000274585	Ensembl	
SSU72	Protein	Q9NP77	Uniprot-TrEMBL	
RNU1-1 gene 	Protein	ENSG00000206652	Ensembl	
VWA9 	Protein	Q96SY0	Uniprot-TrEMBL	
ZC3H8 	Protein	Q8N5P1	Uniprot-TrEMBL	
GTF2A1(1-274) 	Protein	P52655	Uniprot-TrEMBL	
