ID	Database
20615577	Pubmed
16135801	Pubmed
15824739	Pubmed
11955451	Pubmed
26004068	Pubmed
26414766	Pubmed
21706051	Pubmed
16446142	Pubmed
21637926	Pubmed
19446338	Pubmed
21734270	Pubmed
26061886	Pubmed
18184866	Pubmed
16818622	Pubmed
12352981	Pubmed
18676844	Pubmed
18385258	Pubmed
16804544	Pubmed
23334789	Pubmed
19800882	Pubmed
14765120	Pubmed
26364597	Pubmed
21203558	Pubmed
16164020	Pubmed
24880459	Pubmed
15574200	Pubmed
18579750	Pubmed
18772112	Pubmed
20100835	Pubmed
24229708	Pubmed
12091906	Pubmed
12855590	Pubmed
23333304	Pubmed
16140942	Pubmed
12637528	Pubmed
16373335	Pubmed
16738314	Pubmed
20599712	Pubmed
15688019	Pubmed
7566092	Pubmed
9727977	Pubmed
16510874	Pubmed
18593890	Pubmed
19571879	Pubmed
24171719	Pubmed
22201888	Pubmed
17377531	Pubmed
10201372	Pubmed
10318916	Pubmed
19808967	Pubmed
15138260	Pubmed
20353948	Pubmed
10531362	Pubmed
10228168	Pubmed
20110263	Pubmed
19324877	Pubmed
19324876	Pubmed
21986495	Pubmed
17148447	Pubmed
18775730	Pubmed
10872471	Pubmed
19648010	Pubmed
20418862	Pubmed
10882063	Pubmed
9819428	Pubmed
20972443	Pubmed
18374649	Pubmed
15965470	Pubmed
17114293	Pubmed
18077452	Pubmed
8313469	Pubmed
12354787	Pubmed
9620803	Pubmed
10879540	Pubmed
8001118	Pubmed
11044625	Pubmed
12391150	Pubmed
10206645	Pubmed
9315665	Pubmed
9462510	Pubmed
15824097	Pubmed
18628966	Pubmed
19726682	Pubmed
8687460	Pubmed
14567914	Pubmed
15652348	Pubmed
11740940	Pubmed
15546612	Pubmed
17028573	Pubmed
12050117	Pubmed
9244301	Pubmed
10713164	Pubmed
12530964	Pubmed
19567869	Pubmed
18296446	Pubmed
19524514	Pubmed
17003037	Pubmed
10964718	Pubmed
16256737	Pubmed
11585921	Pubmed
18043734	Pubmed
8649374	Pubmed
18237417	Pubmed
14980219	Pubmed
11226752	Pubmed
11006133	Pubmed
11461910	Pubmed
18094723	Pubmed
9590294	Pubmed
9694793	Pubmed
15574878	Pubmed
16530044	Pubmed
16284625	Pubmed
15107403	Pubmed
