Label	Type	ID	Database	Comment
HSP90B1 	Protein	P14625	Uniprot-TrEMBL	
TLR7/8/9	Complex	R-HSA-1679009	Reactome	
LGMN 	Protein	Q99538	Uniprot-TrEMBL	
TLR3 	Protein	O15455	Uniprot-TrEMBL	
TLR9 	Protein	Q9NR96	Uniprot-TrEMBL	
TLR3	Protein	O15455	Uniprot-TrEMBL	
TLR7 	Protein	Q9NYK1	Uniprot-TrEMBL	
UNC93B1	Protein	Q9H1C4	Uniprot-TrEMBL	
TLR7 	Protein	Q9NYK1	Uniprot-TrEMBL	
FL-TLR7 dimer	Complex	R-HSA-188168	Reactome	
TLR3	Protein	O15455	Uniprot-TrEMBL	
UNC93B1	Protein	Q9H1C4	Uniprot-TrEMBL	
CNPY3 	Protein	Q9BT09	Uniprot-TrEMBL	
C-ter TLR7 dimer	Complex	R-HSA-1678924	Reactome	
ADP	Metabolite	CHEBI:456216	ChEBI	
TLR9 	Protein	Q9NR96	Uniprot-TrEMBL	
intracellular
TLR:UNC93B1	Complex	R-HSA-1678926	Reactome	
TLR3 	Protein	O15455	Uniprot-TrEMBL	
TLR9 	Protein	Q9NR96	Uniprot-TrEMBL	
TLR8 	Protein	Q9NR97	Uniprot-TrEMBL	
Cathepsins B, K, L, S 	Unknown	R-HSA-1678971	Reactome	
Apo-GP96 dimer	Complex	R-HSA-1678941	Reactome	
TLR8 	Protein	Q9NR97	Uniprot-TrEMBL	
TLR7 	Protein	Q9NYK1	Uniprot-TrEMBL	
TLR8 dimer	Complex	R-HSA-188165	Reactome	
TLR9(?-1032) 	Protein	Q9NR96	Uniprot-TrEMBL	
HSP90B1 	Protein	P14625	Uniprot-TrEMBL	
TLR3 	Protein	O15455	Uniprot-TrEMBL	
folded FL-TLR7/8/9  	Unknown	R-HSA-1679066	Reactome	
CTSS-like proteins	Complex	R-HSA-4127476	Reactome	This CandidateSet contains sequences identified by William Pearson's analysis of Reactome catalyst entities. Catalyst entity sequences were used to identify analagous sequences that shared overall homology and active site homology. Sequences in this Candidate set were identified in an April 24, 2012 analysis.
CTSS 	Protein	P25774	Uniprot-TrEMBL	
N-ter TLR9 dimer	Complex	R-HSA-1679007	Reactome	
TLR7(?-1049) 	Protein	Q9NYK1	Uniprot-TrEMBL	
ATP-bound
Gp96
dimer:CNPY3:TLR7/8/9	Complex	R-HSA-1679076	Reactome	
TLR9 	Protein	Q9NR96	Uniprot-TrEMBL	
TLR7 	Protein	Q9NYK1	Uniprot-TrEMBL	
TLR8 	Protein	Q9NR97	Uniprot-TrEMBL	
CNPY3	Protein	Q9BT09	Uniprot-TrEMBL	
folded FL-TLR7/8/9  	Unknown	R-HSA-1679066	Reactome	
C-ter-TLR9 dimer	Complex	R-HSA-1678956	Reactome	
intracellular
TLR3/7/8/9	Complex	R-HSA-1679054	Reactome	
FL-TLR9 dimer	Complex	R-HSA-1679073	Reactome	
CTSL(114-288) 	Protein	P07711	Uniprot-TrEMBL	
TLR7 	Protein	Q9NYK1	Uniprot-TrEMBL	
Legumain/Cathepsins	Complex	R-HSA-1678911	Reactome	
folded FL-TLR7/8/9	Complex	R-HSA-1679066	Reactome	
TLR8 	Protein	Q9NR97	Uniprot-TrEMBL	
TLR9(1-?) 	Protein	Q9NR96	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
CTSL2 	Protein	O60911	Uniprot-TrEMBL	
ATP 	Metabolite	CHEBI:30616	ChEBI	
intracellular
TLR:UNC93B1	Complex	R-HSA-1679067	Reactome	
TLR9 	Protein	Q9NR96	Uniprot-TrEMBL	
H+	Metabolite	CHEBI:15378	ChEBI	
TLR8 	Protein	Q9NR97	Uniprot-TrEMBL	
UNC93B1 	Protein	Q9H1C4	Uniprot-TrEMBL	
UNC93B1 	Protein	Q9H1C4	Uniprot-TrEMBL	
