ID	Database
9783642403361	ISBN
23871722	Pubmed
14973778	Pubmed
14973782	Pubmed
12684507	Pubmed
20080937	Pubmed
22304930	Pubmed
12872255	Pubmed
17273964	Pubmed
28816422	Pubmed
9525984	Pubmed
10944123	Pubmed
10835346	Pubmed
18452889	Pubmed
10980531	Pubmed
20637498	Pubmed
17986282	Pubmed
10898110	Pubmed
16878994	Pubmed
15741281	Pubmed
25270028	Pubmed
29297247	Pubmed
5288798	Pubmed
29874875	Pubmed
29459785	Pubmed
16100110	Pubmed
11901181	Pubmed
10788335	Pubmed
24685145	Pubmed
12887896	Pubmed
15987956	Pubmed
6366476	Pubmed
7635144	Pubmed
29666272	Pubmed
11058895	Pubmed
10527672	Pubmed
17166182	Pubmed
19576565	Pubmed
8808595	Pubmed
11228641	Pubmed
12217961	Pubmed
21334936	Pubmed
11733556	Pubmed
18455129	Pubmed
12480927	Pubmed
8016100	Pubmed
10581255	Pubmed
15148656	Pubmed
15945070	Pubmed
