Label	Type	ID	Database	Comment
lactucaxanthin	Metabolite	CHEBI:6357	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
O2	Metabolite	CHEBI:15379	ChEBI	
hydrogen acceptor	Metabolite	CHEBI:13193	ChEBI	
O2	Metabolite	CHEBI:15379	ChEBI	
epsilon-carotene	Metabolite	CHEBI:32549	ChEBI	
epsilon hydroxylase
(LOC_OS10G39930.1)	Protein	Q336V3	Uniprot-TrEMBL	Converts epsilon-carotene into epsilon,epsilon-carotene-3-diol; ALSO converts epsilon,epsilon-carotene-3-diol into lactucaxanthin.
	Metabolite			
hydrogen acceptor	Metabolite	CHEBI:13193	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
hydrogen donor	Metabolite	CHEBI:17499	ChEBI	
hydrogen donor	Metabolite	CHEBI:17499	ChEBI	
delta-carotene	Metabolite	CHEBI:27705	ChEBI	
