ID	Database
23141205	Pubmed
25128564	Pubmed
11719058	Pubmed
22365832	Pubmed
7799941	Pubmed
1384126	Pubmed
8428596	Pubmed
1836978	Pubmed
19160488	Pubmed
7969176	Pubmed
12750368	Pubmed
14707141	Pubmed
23109430	Pubmed
18378770	Pubmed
23236459	Pubmed
23240008	Pubmed
12364337	Pubmed
12738781	Pubmed
8033208	Pubmed
7958856	Pubmed
25654763	Pubmed
22391450	Pubmed
9670027	Pubmed
10393926	Pubmed
9679058	Pubmed
15037762	Pubmed
15070733	Pubmed
21807936	Pubmed
1717476	Pubmed
15456846	Pubmed
15654331	Pubmed
10395539	Pubmed
18566290	Pubmed
16890155	Pubmed
21813648	Pubmed
20577264	Pubmed
10926775	Pubmed
8703070	Pubmed
11897663	Pubmed
15572030	Pubmed
11313932	Pubmed
13678582	Pubmed
12852856	Pubmed
11076968	Pubmed
9001210	Pubmed
8119945	Pubmed
12411508	Pubmed
10827953	Pubmed
8440392	Pubmed
12754270	Pubmed
20360007	Pubmed
18615013	Pubmed
12207013	Pubmed
22306998	Pubmed
18394995	Pubmed
7737117	Pubmed
11238451	Pubmed
17533373	Pubmed
1828290	Pubmed
25532896	Pubmed
15705883	Pubmed
14580337	Pubmed
15498487	Pubmed
10600115	Pubmed
18521620	Pubmed
16462731	Pubmed
12221128	Pubmed
21347367	Pubmed
22094468	Pubmed
18285455	Pubmed
15024056	Pubmed
19192479	Pubmed
7790358	Pubmed
20018861	Pubmed
9844631	Pubmed
15664193	Pubmed
18384749	Pubmed
11063929	Pubmed
22641346	Pubmed
18477460	Pubmed
18775730	Pubmed
10872471	Pubmed
20861304	Pubmed
20360068	Pubmed
22045853	Pubmed
24040250	Pubmed
26122615	Pubmed
19410540	Pubmed
