Label	Type	ID	Database	Comment
5-(3'-hydroxyphenyl)
-gamma-valerolactone	Metabolite			
3'-methoxy-4'hydroxy-
phenylacetic acid	Metabolite	HMDB0000118	HMDB	
3-(3'-hydroxyphenyl)-
hydracrylic acid	Metabolite	HMDB0002643	HMDB	
5-(3',4'-dihydroxyphenyl)
-gamma-valerolactone	Metabolite	CHEBI:89285	ChEBI	
5-(4'-hydroxyphenyl)
-gamma-valerolactone	Metabolite			
Hippuric acid	Metabolite	CHEBI:18089	ChEBI	
3',4'-dihydroxy-
phenylacetic acid	Metabolite	HMDB0001336	HMDB	
(-)-Epigallocatechin	Metabolite	CHEBI:42255	ChEBI	
(-)-Epicatechin	Metabolite	CHEBI:90	ChEBI	
5-(3',4',5'-trihydroxyphenyl)
-gamma-valerolactone	Metabolite	HMDB0041691	HMDB	
4-hydroxybenzoic acid	Metabolite	HMDB0000500	HMDB	
5-(3',5'-dihydroxyphenyl)
-gamma-valerolactone	Metabolite	HMDB0029187	HMDB	
4'-hydroxy-
phenylacetic acid	Metabolite	HMDB0000020	HMDB	
3-(3'-hydroxyphenyl)-
propionic acid	Metabolite	HMDB0000375	HMDB	
Gallic acid	Metabolite	CHEBI:30778	ChEBI	
Pyrocatechol	Metabolite	CHEBI:18135	ChEBI	
Pyrogallol	Metabolite	CHEBI:16164	ChEBI	
4-hydroxy-5(3',4'-didhydroxy-
phenyl)-valeric acid	Metabolite	HMDB0041679	HMDB	
1-(3',4'-dihydroxyphenyl)-
3-(2",4",6"-trihydroxy)propan-2-ol	Metabolite			
(-)-Epigallocatechin-3-O-gallate	Metabolite	CHEBI:4806	ChEBI	
1-(3',4',5'-trihydroxyphenyl)-
3-(2",4",6"-trihydroxy)propan-2-ol	Metabolite			
4-hydroxy-5-(3',5'-dihydroxyphenyl)-
valeric acid	Metabolite			
4-hydroxy-5-(3',4',5'-trihydroxyphenyl)-
valeric acid	Metabolite			
4-hydroxy-5-(3'-hydroxyphenyl)-
valeric acid	Metabolite			
