ID	Database
11520933	Pubmed
12676795	Pubmed
10851172	Pubmed
10579918	Pubmed
9687510	Pubmed
16626623	Pubmed
12832467	Pubmed
12414794	Pubmed
10490030	Pubmed
1850549	Pubmed
1849459	Pubmed
7889942	Pubmed
11145955	Pubmed
7588619	Pubmed
8386592	Pubmed
16284401	Pubmed
16939974	Pubmed
11278445	Pubmed
11466412	Pubmed
27503831	Pubmed
9560161	Pubmed
25729923	Pubmed
17322878	Pubmed
16805430	Pubmed
8810325	Pubmed
21779496	Pubmed
9770464	Pubmed
11147812	Pubmed
7806500	Pubmed
8846784	Pubmed
7972015	Pubmed
7551568	Pubmed
10629055	Pubmed
11157096	Pubmed
12167717	Pubmed
18775330	Pubmed
9604935	Pubmed
15546878	Pubmed
19920141	Pubmed
19279408	Pubmed
8394845	Pubmed
1545823	Pubmed
22569528	Pubmed
11544482	Pubmed
23669310	Pubmed
17245604	Pubmed
7954816	Pubmed
16456541	Pubmed
22065583	Pubmed
25468936	Pubmed
28076410	Pubmed
9182757	Pubmed
21816277	Pubmed
12040181	Pubmed
8387505	Pubmed
19665053	Pubmed
8493579	Pubmed
12787574	Pubmed
16260143	Pubmed
9852124	Pubmed
9553137	Pubmed
22177953	Pubmed
21372320	Pubmed
24937142	Pubmed
21167873	Pubmed
17496910	Pubmed
21388974	Pubmed
15520807	Pubmed
17496923	Pubmed
22535895	Pubmed
19091303	Pubmed
20674547	Pubmed
17496919	Pubmed
12068308	Pubmed
18558867	Pubmed
2181374	Pubmed
12671646	Pubmed
16699811	Pubmed
