Label	Type	ID	Database	Comment
RHOC 	Protein	P08134	Uniprot-TrEMBL	
ROCK2 	Protein	O75116	Uniprot-TrEMBL	
MYH14 	Protein	Q7Z406	Uniprot-TrEMBL	
p-T19,S20-MRLC-smooth muscle/non-muscle myosin II	Complex	R-HSA-419195	Reactome	Nonmuscle myosin II (NMM2) is an actin-based motor protein that plays a crucial role in a variety of cellular processes, including smooth muscle contraction, cell migration, polarity formation, and cytokinesis. NMM2 consists of two myosin heavy chains encoded by MYH9, MYH10, MYH14 (NMHC-IIA, B and C) or MYH11, two copies of MYL6 essential light chain protein, and two regulatory light chains (MRLCs), MYL9 and MYL12B. Myosin II activity is stimulated by phosphorylation of MRLC. Diphosphorylation at Thr-19 and Ser-20 (commonly referred in the literature as Thr-18 and Ser-19) increases both actin-activated Mg2+ ATPase activity and the stability of myosin II filaments; monophosphorylation at Ser-20 is less effective (Ikebe and Hartshorne 1985, Ikebe et al. 1988). Kinases responsible for the phosphorylation include myosin light chain kinase (MLCK), ROCK kinase, citron kinase, myotonic dystrophy kinase-related CDC42-binding protein kinase, and Zipper-interacting protein (ZIP) kinase. ROCK activity has been shown to regulate MRLC phosphorylation by directly mono- or diphosphorylating MRLC (Amano et al., 1996, Ueda et al., 2002, Watanabe et al. 2007).
MYL12B 	Protein	O14950	Uniprot-TrEMBL	
p-T19,S20-MYL12B 	Protein	O14950	Uniprot-TrEMBL	
MYL9 	Protein	P24844	Uniprot-TrEMBL	
RHOA 	Protein	P61586	Uniprot-TrEMBL	
Semaphorin
interactions	Pathway	R-HSA-373755	Reactome	Semaphorins are a large family of cell surface and secreted guidance molecules divided into eight classes on the basis of their structures. They all have an N-terminal conserved sema domain. Semaphorins signal through multimeric receptor complexes that include other proteins such as plexins and neuropilins. 
GTP 	Metabolite	CHEBI:15996	ChEBI	
MYH11 	Protein	P35749	Uniprot-TrEMBL	
Pi	Metabolite	CHEBI:43474	ChEBI	
ROCK1,ROCK2:ROCKi	Complex	R-HSA-9680444	Reactome	
ROCK2 	Protein	O75116	Uniprot-TrEMBL	
Activated
ROCK:RhoA/B/C:GTP	Complex	R-HSA-422483	Reactome	
MYH9 	Protein	P35579	Uniprot-TrEMBL	
PPP1CB 	Protein	P62140	Uniprot-TrEMBL	
