Label	Type	ID	Database	Comment
CAR	Metabolite	CHEBI:17126	ChEBI	
MID1IP1 	Protein	Q9NPA3	Uniprot-TrEMBL	
SLC25A20	Protein	O43772	Uniprot-TrEMBL	
RXRA:PPARD:atRA	Complex	R-HSA-5634107	Reactome	
ADP	Metabolite	CHEBI:456216	ChEBI	
PALM-CoA	Metabolite	CHEBI:15525	ChEBI	
CAR	Metabolite	CHEBI:17126	ChEBI	
CPT1B 	Protein	Q92523	Uniprot-TrEMBL	
AMPK heterotrimer
(active)	Complex	R-HSA-200408	Reactome	
RXRA 	Protein	P19793	Uniprot-TrEMBL	
CAR	Metabolite	CHEBI:17126	ChEBI	
Ac-CoA	Metabolite	CHEBI:15351	ChEBI	
ATP	Metabolite	CHEBI:30616	ChEBI	
CIT	Metabolite	CHEBI:30769	ChEBI	
Btn-ACACA:2Mn2+
polymer	Unknown	R-HSA-8876883	Reactome	
SLC22A5	Protein	O76082	Uniprot-TrEMBL	
THRSP	Protein	Q92748	Uniprot-TrEMBL	
Pi	Metabolite	CHEBI:43474	ChEBI	
CPT1A 	Protein	P50416	Uniprot-TrEMBL	
L-PCARN	Metabolite	CHEBI:17490	ChEBI	
THRSP 	Protein	Q92748	Uniprot-TrEMBL	
CoA-SH	Metabolite	CHEBI:15346	ChEBI	
PRKAG2 	Protein	Q9UGJ0	Uniprot-TrEMBL	
p-T172-PRKAA2 	Protein	P54646	Uniprot-TrEMBL	
CPT1A,B	Complex	R-HSA-549205	Reactome	
L-PCARN	Metabolite	CHEBI:17490	ChEBI	
Btn-p-S79-ACACB:2Mn2+ polymer	Unknown	R-HSA-8876893	Reactome	
CAR	Metabolite	CHEBI:17126	ChEBI	
atRA 	Metabolite	CHEBI:15367	ChEBI	
Na+	Metabolite	CHEBI:29101	ChEBI	
CoA-SH	Metabolite	CHEBI:15346	ChEBI	
Mal-CoA	Metabolite	CHEBI:15531	ChEBI	
CPT2	Protein	P23786	Uniprot-TrEMBL	
MID1IP1:THRSP	Complex	R-HSA-8867329	Reactome	
ATP	Metabolite	CHEBI:30616	ChEBI	
HCO3-	Metabolite	CHEBI:17544	ChEBI	
Btn-ACACB:2Mn2+
polymer	Unknown	R-HSA-8867341	Reactome	
Na+	Metabolite	CHEBI:29101	ChEBI	
PalmCoA	Metabolite	CHEBI:15525	ChEBI	
ADP	Metabolite	CHEBI:456216	ChEBI	
MID1IP1	Protein	Q9NPA3	Uniprot-TrEMBL	
PRKAB2 	Protein	O43741	Uniprot-TrEMBL	
PPARD 	Protein	Q03181	Uniprot-TrEMBL	
