Label	Type	ID	Database	Comment
BAG4(1-126):p-8Y FGFR1(208-822) fusion 	Protein	O95429	Uniprot-TrEMBL	
FGF6 	Protein	P10767	Uniprot-TrEMBL	
FGF23(25-251) 	Protein	Q9GZV9	Uniprot-TrEMBL	
FGF4 	Protein	P08620	Uniprot-TrEMBL	
STAT5B 	Protein	P51692	Uniprot-TrEMBL	
p-8Y-FGFR1b 	Protein	P11362-19	Uniprot-TrEMBL	While the existence of a "b" isoform of fibroblast growth factor receptor 1 is well established and its biochemical and functional properties have been extensively characterized (e.g., Mohammadi et al. 2005; Zhang et al. 2006), its amino acid sequence is not represented in reference protein sequence databases, except as the 47-residue polypeptide (deposited in GenBank as accession AAB19502) first used by Johnson et al. (1991) to distinguish the "b" and "c" isoforms of the receptor.
KL-2 	Protein	Q9UEF7-2	Uniprot-TrEMBL	
GRB2-1 	Protein	P62993-1	Uniprot-TrEMBL	
p-8Y-FGFR1c P252S 	Protein	P11362-1	Uniprot-TrEMBL	thought to increase # hydrogen bonds, increase ligand affinity and ligand binding range (Ruhe 2007)
p-Y699-STAT5B 	Protein	P51692	Uniprot-TrEMBL	
SHC1-2,SHC1-3	Complex	R-HSA-1169480	Reactome	SHC1 isoforms p46 and p52 are found in B cells (Smit et al. 1994).
dovitinib 	Unknown			
PPP2CA 	Protein	P67775	Uniprot-TrEMBL	
p-4Y-PLCG1	Protein	P19174	Uniprot-TrEMBL	
PIK3R1 	Protein	P27986	Uniprot-TrEMBL	
FGF17-1 	Protein	O60258-1	Uniprot-TrEMBL	
FGFR1 K656E 	Protein	P11362	Uniprot-TrEMBL	
pY177-BCR-pY-FGFR1
mutant:GRB2:p-GAB2	Complex	R-HSA-1839047	Reactome	
pY177-BCR-pY-FGFR1
mutant:GRB2:p-GAB1:PI3K	Complex	R-HSA-1839051	Reactome	
HS 	Metabolite	CHEBI:28815	ChEBI	
Activated FGFR1c
P252X mutants	Complex	R-HSA-2050642	Reactome	
FGF23(25-251) 	Protein	Q9GZV9	Uniprot-TrEMBL	
FGF5-1 	Protein	P12034-1	Uniprot-TrEMBL	
FGF2(10-155) 	Protein	P09038	Uniprot-TrEMBL	
FGF22 	Protein	Q9HCT0	Uniprot-TrEMBL	
PP2A (A:C)	Complex	R-HSA-934544	Reactome	
DAG and IP3
signaling	Pathway	R-HSA-1489509	Reactome	This pathway describes the generation of DAG and IP3 by the PLCgamma-mediated hydrolysis of PIP2 and the subsequent downstream signaling events.
FGF1 	Protein	P05230	Uniprot-TrEMBL	
SPRY2 	Protein	O43597	Uniprot-TrEMBL	
PPP2R1A 	Protein	P30153	Uniprot-TrEMBL	
FGF20 	Protein	Q9NP95	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
ZMYM2-p-2Y-FGFR1 fusion 	Protein	Q9UBW7	Uniprot-TrEMBL	
ERLIN2(1-185):FGFR1(c.-88-822) fusion 	Protein	O94905	Uniprot-TrEMBL	
GRB2-1 	Protein	P62993-1	Uniprot-TrEMBL	
RPS27A(1-76) 	Protein	P62979	Uniprot-TrEMBL	
FGF1 	Protein	P05230	Uniprot-TrEMBL	
FGF2(10-155) 	Protein	P09038	Uniprot-TrEMBL	
HS 	Metabolite	CHEBI:28815	ChEBI	
FGF5-1 	Protein	P12034-1	Uniprot-TrEMBL	
p-Y55,Y227-SPRY2 	Protein	O43597	Uniprot-TrEMBL	
HS 	Metabolite	CHEBI:28815	ChEBI	
Activated
FGFR1:p-SHC1	Complex	R-HSA-5654273	Reactome	
PIK3CA 	Protein	P42336	Uniprot-TrEMBL	
UBC(305-380) 	Protein	P0CG48	Uniprot-TrEMBL	
FGF6 	Protein	P10767	Uniprot-TrEMBL	
ADP	Metabolite	CHEBI:456216	ChEBI	
ADP	Metabolite	CHEBI:456216	ChEBI	
cytosolic FGFR1
fusion mutant
dimers	Complex	R-HSA-1839026	Reactome	
HS 	Metabolite	CHEBI:28815	ChEBI	
FGFR1OP-FGFR1 fusion 	Protein	O95684	Uniprot-TrEMBL	
GAB1 	Protein	Q13480	Uniprot-TrEMBL	
GRB2-1 	Protein	P62993-1	Uniprot-TrEMBL	
dovitinib 	Unknown			
FGF18 	Protein	O76093	Uniprot-TrEMBL	
STAT5A,STAT5B	Complex	R-HSA-452094	Reactome	
FGFR1b-binding FGFs	Complex	R-HSA-189963	Reactome	
FGF23(25-251) 	Protein	Q9GZV9	Uniprot-TrEMBL	
p-6Y-FRS2 	Protein	Q8WU20	Uniprot-TrEMBL	
FGF6 	Protein	P10767	Uniprot-TrEMBL	
FGFR1OP2-FGFR1 fusion 	Protein	Q9NVK5	Uniprot-TrEMBL	
pY177-BCR-p-FGFR1 fusion 	Protein	P11274	Uniprot-TrEMBL	
UBB(1-76) 	Protein	P0CG47	Uniprot-TrEMBL	
HS 	Metabolite	CHEBI:28815	ChEBI	
p-5Y-FRS3 	Protein	O43559	Uniprot-TrEMBL	The phospho-tyrosine positions for FRS2-beta were inferred by similarity to the analogous positions in FRS2-alpha. Five out of six tyrosine positions in alpha are present in beta.
FGF10 	Protein	O15520	Uniprot-TrEMBL	
