Label	Type	ID	Database	Comment
TICAM1 	Protein	Q8IUC6	Uniprot-TrEMBL	
TAB2 	Protein	Q9NYJ8	Uniprot-TrEMBL	
UBC(609-684) 	Protein	P0CG48	Uniprot-TrEMBL	
TAB3 	Protein	Q8N5C8	Uniprot-TrEMBL	
TAK1 activates NFkB
by phosphorylation
and activation of
IKKs complex	Pathway	R-HSA-445989	Reactome	NF-kappaB is sequestered in the cytoplasm in a complex with inhibitor of NF-kappaB (IkB). Almost all NF-kappaB activation pathways are mediated by IkB kinase (IKK), which phosphorylates IkB resulting in dissociation of NF-kappaB from the complex. This allows translocation of NF-kappaB to the nucleus where it regulates gene expression.
UBE2N 	Protein	P61088	Uniprot-TrEMBL	
GPIN-CD14(20-345) 	Protein	P08571	Uniprot-TrEMBL	
LPS 	Metabolite	CHEBI:16412	ChEBI	
GPIN-CD14(20-345) 	Protein	P08571	Uniprot-TrEMBL	
BIRC3 	Protein	Q13489	Uniprot-TrEMBL	
LY96 	Protein	Q9Y6Y9	Uniprot-TrEMBL	
TAB2 	Protein	Q9NYJ8	Uniprot-TrEMBL	
GPIN-CD14(20-345) 	Protein	P08571	Uniprot-TrEMBL	
UBB(77-152) 	Protein	P0CG47	Uniprot-TrEMBL	
MyrG-p-S16-TICAM2 	Protein	Q86XR7	Uniprot-TrEMBL	
p-S477,S479-IRF7 	Protein	Q92985	Uniprot-TrEMBL	
TANK:K63-poly-Ub-TRAF3:TICAM1:TRAM:TLR4:LY96:LPS:CD14	Complex	R-HSA-5362479	Reactome	
TLR4 	Protein	O00206	Uniprot-TrEMBL	
phosphorylated IRF3
and/or IRF7 dimer	Complex	R-HSA-450349	Reactome	
TLR4 	Protein	O00206	Uniprot-TrEMBL	
UBB(1-76) 	Protein	P0CG47	Uniprot-TrEMBL	
UBC(381-456) 	Protein	P0CG48	Uniprot-TrEMBL	
LPS 	Metabolite	CHEBI:16412	ChEBI	
