ID	Database
25200249	Pubmed
19543225	Pubmed
18817510	Pubmed
16477002	Pubmed
1526987	Pubmed
15178252	Pubmed
7499411	Pubmed
8700888	Pubmed
8643566	Pubmed
9030599	Pubmed
16286920	Pubmed
14556005	Pubmed
10825200	Pubmed
8022485	Pubmed
9398404	Pubmed
8702919	Pubmed
9885561	Pubmed
10455108	Pubmed
9512511	Pubmed
7600304	Pubmed
10207047	Pubmed
9108392	Pubmed
8294403	Pubmed
1465135	Pubmed
11016959	Pubmed
8631883	Pubmed
11340297	Pubmed
10982827	Pubmed
9553136	Pubmed
7514277	Pubmed
12759422	Pubmed
27774606	Pubmed
12244150	Pubmed
12093291	Pubmed
11418623	Pubmed
12517932	Pubmed
11728342	Pubmed
15749844	Pubmed
9099679	Pubmed
10570274	Pubmed
7973658	Pubmed
7568001	Pubmed
31918398	Pubmed
14593182	Pubmed
29139090	Pubmed
21105711	Pubmed
24417533	Pubmed
8084588	Pubmed
9890938	Pubmed
20674547	Pubmed
21388974	Pubmed
22569528	Pubmed
22177953	Pubmed
22535895	Pubmed
15520807	Pubmed
17496910	Pubmed
17496919	Pubmed
21167873	Pubmed
21372320	Pubmed
17496923	Pubmed
19091303	Pubmed
12068308	Pubmed
24937142	Pubmed
19523899	Pubmed
20020328	Pubmed
26976761	Pubmed
25297818	Pubmed
8493579	Pubmed
19665053	Pubmed
28250461	Pubmed
10849428	Pubmed
