Label	Type	ID	Database	Comment
PRPS1L1 	Protein	P21108	Uniprot-TrEMBL	
DERA	Protein	Q9Y315	Uniprot-TrEMBL	
PRPS2 dimer, PRPS1L
dimer	Complex	R-HSA-189812	Reactome	
ThDP 	Metabolite	CHEBI:58937	ChEBI	
2'-deoxyadenosine
5'-monophosphate	Metabolite	CHEBI:17713	ChEBI	
E4P	Metabolite	CHEBI:16897	ChEBI	
PRPS1 dimer	Complex	R-HSA-73485	Reactome	
ATP	Metabolite	CHEBI:30616	ChEBI	
G6P	Metabolite	CHEBI:58225	ChEBI	
ADP	Metabolite	CHEBI:456216	ChEBI	
dR1P	Metabolite	CHEBI:11563	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
TALDO1 dimer	Complex	R-HSA-5659970	Reactome	
G6PD dimer and
tetramer	Complex	R-HSA-464971	Reactome	
SHPK	Protein	Q9UHJ6	Uniprot-TrEMBL	
ADP	Metabolite	CHEBI:456216	ChEBI	
RPIA	Protein	P49247	Uniprot-TrEMBL	
G6PD 	Protein	P11413	Uniprot-TrEMBL	
NADP+	Metabolite	CHEBI:18009	ChEBI	
Mg2+	Metabolite	CHEBI:18420	ChEBI	
PRPS1 	Protein	P60891	Uniprot-TrEMBL	
PRPP	Metabolite	CHEBI:17111	ChEBI	
PGD dimer	Complex	R-HSA-467365	Reactome	
PGM2:Mg2+	Complex	R-HSA-453137	Reactome	
NADP+	Metabolite	CHEBI:18009	ChEBI	
CH3CHO	Metabolite	CHEBI:15343	ChEBI	
dR5P	Metabolite	CHEBI:16132	ChEBI	
XY5P	Metabolite	CHEBI:57737	ChEBI	
PDG	Metabolite	CHEBI:16863	ChEBI	
AMP	Metabolite	CHEBI:16027	ChEBI	
R5P	Metabolite	CHEBI:78679	ChEBI	
PGD 	Protein	P52209	Uniprot-TrEMBL	
R1P	Metabolite	CHEBI:35425	ChEBI	
Fe2+ 	Metabolite	CHEBI:29033	ChEBI	
Mg2+ 	Metabolite	CHEBI:18420	ChEBI	
PRPS2 	Protein	P11908	Uniprot-TrEMBL	
NADPH	Metabolite	CHEBI:16474	ChEBI	
RU5P	Metabolite	CHEBI:17363	ChEBI	
D-ribose	Metabolite	CHEBI:47013	ChEBI	
PGM2:Mg2+	Complex	R-HSA-453137	Reactome	
Fru(6)P	Metabolite	CHEBI:57634	ChEBI	
NADP+ 	Metabolite	CHEBI:18009	ChEBI	
TKT dimer	Complex	R-HSA-71322	Reactome	
CO2	Metabolite	CHEBI:16526	ChEBI	
Sedo	Metabolite	CHEBI:16802	ChEBI	
Mg2+ 	Metabolite	CHEBI:18420	ChEBI	
RBKS	Protein	Q9H477	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
PGLS	Protein	O95336	Uniprot-TrEMBL	
GA3P	Metabolite	CHEBI:59776	ChEBI	
ThDP 	Metabolite	CHEBI:58937	ChEBI	
PGM2 	Protein	Q96G03	Uniprot-TrEMBL	
RPE 	Protein	Q96AT9	Uniprot-TrEMBL	
SH7P	Metabolite	CHEBI:15721	ChEBI	
Mg2+ 	Metabolite	CHEBI:18420	ChEBI	
Pi	Metabolite	CHEBI:43474	ChEBI	
RPE:Fe2+ dimers	Complex	R-HSA-8957329	Reactome	
PGM2 	Protein	Q96G03	Uniprot-TrEMBL	
RPEL1 	Protein	Q2QD12	Uniprot-TrEMBL	
TKT 	Protein	P29401	Uniprot-TrEMBL	
TALDO1 	Protein	P37837	Uniprot-TrEMBL	
Mg2+ 	Metabolite	CHEBI:18420	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
ATP	Metabolite	CHEBI:30616	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
NADPH	Metabolite	CHEBI:16474	ChEBI	
dATP	Metabolite	CHEBI:16284	ChEBI	
PRPS1 	Protein	P60891	Uniprot-TrEMBL	
TKT dimer	Complex	R-HSA-71322	Reactome	
TKT 	Protein	P29401	Uniprot-TrEMBL	
D-Glucono-1,5-lactone 6-phosphate	Metabolite	CHEBI:16938	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
