Label	Type	ID	Database	Comment
Substrate é	Metabolite	undefined	Ensembl	
BRCA2	GeneProduct	ENSG00000139618	Ensembl	
MMPéa	GeneProduct	ENSG00000087245	Ensembl	
TP53	GeneProduct	ENSG00000141510	Ensembl	
MIR338	Rna	ENSG00000211563	Ensembl	
BRCA1	GeneProduct	ENSG00000012048	Ensembl	
TCA Cycle	Pathway	WP78	WikiPathways	
D-Glucose	Metabolite			
Calcium	Metabolite	HMDB00464	HMDB	At least xx needed.
AKAP2	GeneProduct	11217	Entrez Gene	
ADP	Metabolite	HMDB01508	HMDB	
BRCA1	GeneProduct	ENSG00000012048	Ensembl	
Alpha-D-Glucose	Protein			
ATP	Metabolite			
