Label	Type	ID	Database	Comment
NUP85 	Protein	Q9BW27	Uniprot-TrEMBL	
BUB1 	Protein	O43683	Uniprot-TrEMBL	
CENPN 	Protein	Q96H22	Uniprot-TrEMBL	
CENPP 	Protein	Q6IPU0	Uniprot-TrEMBL	
CDC42 	Protein	P60953	Uniprot-TrEMBL	
SPC24 	Protein	Q8NBT2	Uniprot-TrEMBL	
Cell junction
organization	Pathway	R-HSA-446728	Reactome	Cell junction organization in Reactome currently covers aspects of cell-cell junction organization, cell-extracellular matrix interactions, and Type I hemidesmosome assembly.
PPP2R5A 	Protein	Q15172	Uniprot-TrEMBL	
CENPT 	Protein	Q96BT3	Uniprot-TrEMBL	
PPP2R5C 	Protein	Q13362	Uniprot-TrEMBL	
CENPH 	Protein	Q9H3R5	Uniprot-TrEMBL	
MAD2L1 	Protein	Q13257	Uniprot-TrEMBL	
NUP43 	Protein	Q8NFH3	Uniprot-TrEMBL	
SKA2 	Protein	Q8WVK7	Uniprot-TrEMBL	
CENPL 	Protein	Q8N0S6	Uniprot-TrEMBL	
CDC42:GTP	Complex	R-HSA-5666123	Reactome	
CENPH 	Protein	Q9H3R5	Uniprot-TrEMBL	
ZW10 	Protein	O43264	Uniprot-TrEMBL	
MAD1L1 	Protein	Q9Y6D9	Uniprot-TrEMBL	
DYNC1LI2 	Protein	O43237	Uniprot-TrEMBL	
CENPI 	Protein	Q92674	Uniprot-TrEMBL	
EVL	Complex	R-HSA-5665986	Reactome	
RHOA:GTP:DIAPH1	Complex	R-HSA-5665988	Reactome	
ATP 	Metabolite	CHEBI:30616	ChEBI	
SGOL2 	Protein	Q562F6	Uniprot-TrEMBL	
EVL 	Protein	Q9UI08	Uniprot-TrEMBL	
RCC2 	Protein	Q9P258	Uniprot-TrEMBL	
SPDL1 	Protein	Q96EA4	Uniprot-TrEMBL	
DSN1 	Protein	Q9H410	Uniprot-TrEMBL	
NUP37 	Protein	Q8NFH4	Uniprot-TrEMBL	
FMNL2 	Protein	Q96PY5	Uniprot-TrEMBL	
GTP 	Metabolite	CHEBI:15996	ChEBI	
SRF 	Protein	P11831	Uniprot-TrEMBL	
