Label	Type	ID	Database	Comment
Citrate	Metabolite			
alpha-Ketogluterate	Metabolite			
Malate	Metabolite			
Fumarate	Metabolite			
Isocitrate	Metabolite			
Succinyl-CoA	Metabolite			
Acetyl-CoA	Metabolite			
Succinate	Metabolite			
Pyruvate	Metabolite			
Malate	Metabolite			
Oxaloacetate	Metabolite			
Oxaloacetate	Metabolite			
CG11963	GeneProduct	41067	Entrez Gene	
CG5028	GeneProduct	43102	Entrez Gene	
IDH2	GeneProduct			
CG1516	GeneProduct	36020	Entrez Gene	
l(1)G0255	GeneProduct	31605	Entrez Gene	
Scs-fp	GeneProduct	37228	Entrez Gene	
CG6439	GeneProduct	42586	Entrez Gene	
CG5362	GeneProduct	34414	Entrez Gene	
CG5261	GeneProduct	34021	Entrez Gene	
CG7998	GeneProduct	42185	Entrez Gene	
CG11876	GeneProduct	43437	Entrez Gene	
l(1)G0030	GeneProduct	31579	Entrez Gene	
CG7430	GeneProduct	39988	Entrez Gene	
l(1)G0156	GeneProduct	32940	Entrez Gene	
PDHA2	GeneProduct			
Nc73EF	GeneProduct	39899	Entrez Gene	
PDK4	GeneProduct			
CG5214	GeneProduct	41360	Entrez Gene	
CG6666	GeneProduct	41340	Entrez Gene	
l(1)G0334	GeneProduct	31406	Entrez Gene	
PDK1	GeneProduct			
Sucb	GeneProduct	44001	Entrez Gene	
CG12151	GeneProduct	31683	Entrez Gene	
Acon	GeneProduct	44149	Entrez Gene	
PDP2	GeneProduct			
PDHX	GeneProduct			
Scsalpha	GeneProduct	38447	Entrez Gene	
SdhB	GeneProduct	35590	Entrez Gene	
PDK2	GeneProduct			
Pdk	GeneProduct	35970	Entrez Gene	
SDHD	GeneProduct			
CG7430	GeneProduct	39988	Entrez Gene	
