ID	Database
22781841	Pubmed
24059801	Pubmed
21243710	Pubmed
23938249	Pubmed
23687512	Pubmed
19657014	Pubmed
23166392	Pubmed
24560929	Pubmed
24589714	Pubmed
16403636	Pubmed
23587238	Pubmed
7079182	Pubmed
24214338	Pubmed
17673620	Pubmed
22064703	Pubmed
22348533	Pubmed
21808300	Pubmed
18772889	Pubmed
23022729	Pubmed
18945682	Pubmed
21808299	Pubmed
21489993	Pubmed
21777816	Pubmed
23161542	Pubmed
23752590	Pubmed
19834512	Pubmed
17687327	Pubmed
16829525	Pubmed
21979949	Pubmed
15861382	Pubmed
20838592	Pubmed
15105426	Pubmed
21378119	Pubmed
20630873	Pubmed
21706000	Pubmed
20841325	Pubmed
24368767	Pubmed
10551868	Pubmed
18302924	Pubmed
21163962	Pubmed
12481029	Pubmed
