ID	Database
21042815	Pubmed
20975071	Pubmed
20098959	Pubmed
22044904	Pubmed
17598937	Pubmed
22649417	Pubmed
18927274	Pubmed
8810325	Pubmed
11063744	Pubmed
17408801	Pubmed
16754202	Pubmed
11316748	Pubmed
8530377	Pubmed
9832424	Pubmed
9553137	Pubmed
12639902	Pubmed
9003010	Pubmed
14712218	Pubmed
9852124	Pubmed
7876259	Pubmed
8662806	Pubmed
9690470	Pubmed
1310594	Pubmed
2969892	Pubmed
3011795	Pubmed
16981855	Pubmed
19139090	Pubmed
3019338	Pubmed
3013881	Pubmed
2839228	Pubmed
22140443	Pubmed
1845984	Pubmed
3015966	Pubmed
7493944	Pubmed
1697749	Pubmed
8033892	Pubmed
7559507	Pubmed
15182363	Pubmed
7541045	Pubmed
7559478	Pubmed
11557037	Pubmed
10531310	Pubmed
8621421	Pubmed
8316835	Pubmed
19665053	Pubmed
8493579	Pubmed
21157483	Pubmed
17496919	Pubmed
12068308	Pubmed
22535895	Pubmed
20674547	Pubmed
22569528	Pubmed
21167873	Pubmed
19091303	Pubmed
24937142	Pubmed
17496910	Pubmed
17496923	Pubmed
22177953	Pubmed
21388974	Pubmed
21372320	Pubmed
15520807	Pubmed
17905199	Pubmed
11572799	Pubmed
15209377	Pubmed
