ID	Database
22651914	Pubmed
8721982	Pubmed
16636301	Pubmed
8622651	Pubmed
11117535	Pubmed
9032295	Pubmed
8196624	Pubmed
11956142	Pubmed
11459787	Pubmed
12697670	Pubmed
18768470	Pubmed
15087470	Pubmed
18951876	Pubmed
16140969	Pubmed
18166170	Pubmed
17906079	Pubmed
15123686	Pubmed
9459292	Pubmed
10822381	Pubmed
9288972	Pubmed
10473623	Pubmed
9702198	Pubmed
8878477	Pubmed
16198295	Pubmed
1592877	Pubmed
7678220	Pubmed
8033815	Pubmed
19114992	Pubmed
16260601	Pubmed
11294908	Pubmed
12592392	Pubmed
10934479	Pubmed
20694664	Pubmed
9670020	Pubmed
17272273	Pubmed
9311995	Pubmed
15350224	Pubmed
11779503	Pubmed
11779505	Pubmed
16150905	Pubmed
