Label	Type	ID	Database	Comment
Triacyl lipopeptide 	Metabolite	CHEBI:60192	ChEBI	
LY96 	Protein	Q9Y6Y9	Uniprot-TrEMBL	
TLR1:TLR2:TLR1/2
ligand:CD14	Complex	R-HSA-181226	Reactome	
mip 	Protein	P26623	Uniprot-TrEMBL	
Ligand recognized by TLR10 	Unknown	R-ALL-168948	Reactome	
Lipoteichoic acid 	Metabolite	CHEBI:28640	ChEBI	
MyD88-independent
TLR4 cascade 	Pathway	R-HSA-166166	Reactome	MyD88-independent signaling pathway is shared by TLR3 and TLR4 cascades. TIR-domain-containing adapter-inducing interferon-beta (TRIF or TICAM1) is a key adapter molecule in transducing signals from TLR3 and TLR4 in a MyD88-independent manner (Yamamoto M et al. 2003a). TRIF is recruited to ligand-stimulated TLR3 or 4 complex via its TIR domain. TLR3 directly binds TRIF (Oshiumi H et al 2003). In contrast, TLR4-mediated signaling pathway requires two adapter molecules, TRAM (TRIF-related adapter molecule or TICAM2) and TRIF. TRAM(TICAM2) is thought to bridge between the activated TLR4 complex and TRIF (Yamamoto M et al. 2003b, Tanimura N et al. 2008, Kagan LC et al. 2008).<p>TRIF recruitment to TLR complex stimulates distinct pathways leading to production of type 1 interferons (IFNs), pro-inflammatory cytokines and induction of programmed cell death.
GPIN-CD14(20-345)	Protein	P08571	Uniprot-TrEMBL	
PI3K class III	Complex	R-HSA-188015	Reactome	
GPIN-CD14(20-345) 	Protein	P08571	Uniprot-TrEMBL	
TLR1:TLR2	Complex	R-HSA-168946	Reactome	
2xN4GlycoAsn-LY96 	Protein	Q9Y6Y9	Uniprot-TrEMBL	
GPIN-CD14(20-345) 	Protein	P08571	Uniprot-TrEMBL	
LBP	Protein	P18428	Uniprot-TrEMBL	
TLR9	Protein	Q9NR96	Uniprot-TrEMBL	
LY96 	Protein	Q9Y6Y9	Uniprot-TrEMBL	
2xN4GlycoAsn-TLR4 	Protein	O00206	Uniprot-TrEMBL	
TLR9(1-?) 	Protein	Q9NR96	Uniprot-TrEMBL	
Triacyl lipopeptide 	Metabolite	CHEBI:60192	ChEBI	
ITGB2 	Protein	P05107	Uniprot-TrEMBL	
ITGAM 	Protein	P11215	Uniprot-TrEMBL	
2xN4GlycoAsn-LY96 	Protein	Q9Y6Y9	Uniprot-TrEMBL	
4xPalmC-CD36	Protein	P16671	Uniprot-TrEMBL	
Major outer membrane protein P 	Protein	P30690	Uniprot-TrEMBL	
TLR6/2
ligand:CD14:CD36	Complex	R-HSA-2559461	Reactome	
CD14(20-345)	Protein	P08571	Uniprot-TrEMBL	
MyrG-p-S16-TICAM2 	Protein	Q86XR7	Uniprot-TrEMBL	
