Label	Type	ID	Database	Comment
NADPH	Metabolite	CHEBI:16474	ChEBI	
aspartate-semialdehyde
dehydrogenase	Protein	5401442	Reactome	
NAD(P)+	Unknown	REACT_20200	Reactome	
L-Lys	Metabolite	CHEBI:18019	ChEBI	
aspartate kinase	Protein	5398978	Reactome	
NADP+	Metabolite	CHEBI:18009	ChEBI	
Homologues of
pyridoxal-dependent
decarboxylase
protein
(LOC_OS02G24354.1)	Protein	5400173	Reactome	
tetrahydrodipicolinate	Metabolite	CHEBI:16845	ChEBI	
meso-diaminopimelate	Metabolite	CHEBI:16488	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
ADP	Metabolite	CHEBI:16761	ChEBI	
NAD(P)H	Unknown	REACT_20158	Reactome	
Pi	Metabolite	CHEBI:18367	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
L-Asp	Metabolite	CHEBI:17053	ChEBI	
dihydrodipicolinate
reductase	Protein	5400160	Reactome	
PYR	Metabolite	CHEBI:32816	ChEBI	
L-aspartate-semialdehyde	Metabolite	CHEBI:18051	ChEBI	
CO2	Metabolite	CHEBI:16526	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
ATP	Metabolite	CHEBI:15422	ChEBI	
Homologues of
dihydrodipicolinate
synthase
(LOC_OS04G48540.1)	Protein	5401493	Reactome	
L-2,3-dihydrodipicolinate	Metabolite	CHEBI:18042	ChEBI	
L-aspartyl-4-phosphate	Metabolite	CHEBI:15836	ChEBI	
