ID	Database
9374521	Pubmed
16939974	Pubmed
15794129	Pubmed
15286792	Pubmed
27815842	Pubmed
29736615	Pubmed
8670834	Pubmed
11729324	Pubmed
10995764	Pubmed
38540680	Pubmed
26655895	Pubmed
10594022	Pubmed
115209160	Pubmed
23762244	Pubmed
36974372	Pubmed
27144323	Pubmed
10092678	Pubmed
10196222	Pubmed
16126371	Pubmed
11399424	Pubmed
22172377	Pubmed
34279618	Pubmed
12169297	Pubmed
9856458	Pubmed
20186705	Pubmed
34980884	Pubmed
9346240	Pubmed
20036257	Pubmed
16940750	Pubmed
26239437	Pubmed
15718470	Pubmed
8079174	Pubmed
15140939	Pubmed
15572110	Pubmed
15509861	Pubmed
2758233	Pubmed
10579927	Pubmed
16982419	Pubmed
21192692	Pubmed
23602987	Pubmed
15723051	Pubmed
