Label	Type	ID	Database	Comment
PSMD7 	Protein	P51665	Uniprot-TrEMBL	
CDK2 	Protein	P24941	Uniprot-TrEMBL	
UBB(1-76) 	Protein	P0CG47	Uniprot-TrEMBL	
MCM5 	Protein	P33992	Uniprot-TrEMBL	
PSMB2 	Protein	P49721	Uniprot-TrEMBL	
ORC3 	Protein	Q9UBD5	Uniprot-TrEMBL	
ORC2 	Protein	Q13416	Uniprot-TrEMBL	
origin of replication 	Unknown	R-ALL-68419	Reactome	
ORC6 	Protein	Q9Y5N6	Uniprot-TrEMBL	
RPA3 	Protein	P35244	Uniprot-TrEMBL	
ORC3 	Protein	Q9UBD5	Uniprot-TrEMBL	
PSMB3 	Protein	P49720	Uniprot-TrEMBL	
RPA2 	Protein	P15927	Uniprot-TrEMBL	
RPA2 	Protein	P15927	Uniprot-TrEMBL	
MCM10 	Protein	Q7L590	Uniprot-TrEMBL	
ORC3 	Protein	Q9UBD5	Uniprot-TrEMBL	
DDK	Complex	R-HSA-68388	Reactome	
MCM8 	Protein	Q9UJA3	Uniprot-TrEMBL	
PSMC5 	Protein	P62195	Uniprot-TrEMBL	
UBA52(1-76) 	Protein	P62987	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
UBB(1-76) 	Protein	P0CG47	Uniprot-TrEMBL	
PSMA2 	Protein	P25787	Uniprot-TrEMBL	
PSMD12 	Protein	O00232	Uniprot-TrEMBL	
CDC7 	Protein	O00311	Uniprot-TrEMBL	
CDC6 	Protein	Q99741	Uniprot-TrEMBL	
UBC(609-684) 	Protein	P0CG48	Uniprot-TrEMBL	
MCM10 	Protein	Q7L590	Uniprot-TrEMBL	
MCM8 	Protein	Q9UJA3	Uniprot-TrEMBL	
PSMD1 	Protein	Q99460	Uniprot-TrEMBL	
PSMB9 	Protein	P28065	Uniprot-TrEMBL	
cyclin 	Unknown	R-HSA-68379	Reactome	
ORC5 	Protein	O43913	Uniprot-TrEMBL	
POLE 	Protein	Q07864	Uniprot-TrEMBL	
Orc2:origin	Complex	R-HSA-68511	Reactome	
POLA1 	Protein	P09884	Uniprot-TrEMBL	
cyclin 	Unknown	R-HSA-68379	Reactome	
origin of replication 	Unknown	R-ALL-68419	Reactome	
ORC4 	Protein	O43929	Uniprot-TrEMBL	
ORC5 	Protein	O43913	Uniprot-TrEMBL	
CDK	Complex	R-HSA-68380	Reactome	
MCM6 	Protein	Q14566	Uniprot-TrEMBL	
RPA3 	Protein	P35244	Uniprot-TrEMBL	
ORC1	Protein	Q13415	Uniprot-TrEMBL	
ORC3 	Protein	Q9UBD5	Uniprot-TrEMBL	
ORC1 	Protein	Q13415	Uniprot-TrEMBL	
ORC4	Protein	O43929	Uniprot-TrEMBL	
CDT1:CDC6:ORC:origin
complex	Complex	R-HSA-68544	Reactome	
26S proteasome	Complex	R-HSA-68819	Reactome	
ORC1 	Protein	Q13415	Uniprot-TrEMBL	
GMNN	Protein	O75496	Uniprot-TrEMBL	
MCM8 	Protein	Q9UJA3	Uniprot-TrEMBL	
PSMD3 	Protein	O43242	Uniprot-TrEMBL	
MCM7 	Protein	P33993	Uniprot-TrEMBL	
PSMA4 	Protein	P25789	Uniprot-TrEMBL	
ORC complex bound to
origin	Complex	R-HSA-176958	Reactome	
ORC1 	Protein	Q13415	Uniprot-TrEMBL	
ORC1 	Protein	Q13415	Uniprot-TrEMBL	
PSMC4 	Protein	P43686	Uniprot-TrEMBL	
PSMD10 	Protein	O75832	Uniprot-TrEMBL	
MCM2 	Protein	P49736	Uniprot-TrEMBL	
PSMD9 	Protein	O00233	Uniprot-TrEMBL	
ORC4 	Protein	O43929	Uniprot-TrEMBL	
ORC1 	Protein	Q13415	Uniprot-TrEMBL	
MCM6 	Protein	Q14566	Uniprot-TrEMBL	
MCM3 	Protein	P25205	Uniprot-TrEMBL	
ORC3 	Protein	Q9UBD5	Uniprot-TrEMBL	
PSME4 	Protein	Q14997	Uniprot-TrEMBL	
PSMB7 	Protein	Q99436	Uniprot-TrEMBL	
UBC(305-380) 	Protein	P0CG48	Uniprot-TrEMBL	
DBF4 	Protein	Q9UBU7	Uniprot-TrEMBL	
Ub	Complex	R-HSA-113595	Reactome	
MCM6 	Protein	Q14566	Uniprot-TrEMBL	
MCM5 	Protein	P33992	Uniprot-TrEMBL	
UBC(381-456) 	Protein	P0CG48	Uniprot-TrEMBL	
PSMC1 	Protein	P62191	Uniprot-TrEMBL	
MCM7 	Protein	P33993	Uniprot-TrEMBL	
POLA2 	Protein	Q14181	Uniprot-TrEMBL	
PSMA5 	Protein	P28066	Uniprot-TrEMBL	
ORC6 	Protein	Q9Y5N6	Uniprot-TrEMBL	
ORC3 	Protein	Q9UBD5	Uniprot-TrEMBL	
PSMF1 	Protein	Q92530	Uniprot-TrEMBL	
DBF4 	Protein	Q9UBU7	Uniprot-TrEMBL	
RPA1 	Protein	P27694	Uniprot-TrEMBL	
DNA polymerase
epsilon	Complex	R-HSA-68483	Reactome	
UBA52(1-76) 	Protein	P62987	Uniprot-TrEMBL	
UBC(153-228) 	Protein	P0CG48	Uniprot-TrEMBL	
pre-replicative
complex	Complex	R-HSA-68559	Reactome	
UBB(77-152) 	Protein	P0CG47	Uniprot-TrEMBL	
UBC(229-304) 	Protein	P0CG48	Uniprot-TrEMBL	
ORC3 	Protein	Q9UBD5	Uniprot-TrEMBL	
RPA4 	Protein	Q13156	Uniprot-TrEMBL	
UBC(533-608) 	Protein	P0CG48	Uniprot-TrEMBL	
CDC6 	Protein	Q99741	Uniprot-TrEMBL	
PSMD13 	Protein	Q9UNM6	Uniprot-TrEMBL	
origin of replication 	Unknown	R-ALL-68419	Reactome	
MCM8 	Protein	Q9UJA3	Uniprot-TrEMBL	
ORC2 	Protein	Q13416	Uniprot-TrEMBL	
ORC2 	Protein	Q13416	Uniprot-TrEMBL	
ORC5 	Protein	O43913	Uniprot-TrEMBL	
ORC5 	Protein	O43913	Uniprot-TrEMBL	
MCM7 	Protein	P33993	Uniprot-TrEMBL	
MCM2 	Protein	P49736	Uniprot-TrEMBL	
ORC6 	Protein	Q9Y5N6	Uniprot-TrEMBL	
PSMD4 	Protein	P55036	Uniprot-TrEMBL	
PSMC6 	Protein	P62333	Uniprot-TrEMBL	
MCM10 	Protein	Q7L590	Uniprot-TrEMBL	
POLE3 	Protein	Q9NRF9	Uniprot-TrEMBL	
PSMB11 	Protein	A5LHX3	Uniprot-TrEMBL	
origin of replication 	Unknown	R-ALL-68419	Reactome	
origin of replication 	Unknown	R-ALL-68419	Reactome	
CDC6 	Protein	Q99741	Uniprot-TrEMBL	
RPA1 	Protein	P27694	Uniprot-TrEMBL	
CDC6 	Protein	Q99741	Uniprot-TrEMBL	
ORC6 	Protein	Q9Y5N6	Uniprot-TrEMBL	
origin of replication 	Unknown	R-ALL-68419	Reactome	
CDK:DDK:MCM10:active
pre-replicative
complex:CDC45:RPA1-4	Complex	R-HSA-68568	Reactome	
MCM8 	Protein	Q9UJA3	Uniprot-TrEMBL	
ORC4 	Protein	O43929	Uniprot-TrEMBL	
CDK:DDK:MCM10:active
pre-replicative
complex	Complex	R-HSA-68561	Reactome	
PRIM2 	Protein	P49643	Uniprot-TrEMBL	
ORC5 	Protein	O43913	Uniprot-TrEMBL	
Orc1:Orc4:Orc5:Orc3:Orc2:origin	Complex	R-HSA-68592	Reactome	
PSME2 	Protein	Q9UL46	Uniprot-TrEMBL	
MCM7 	Protein	P33993	Uniprot-TrEMBL	
MCM3 	Protein	P25205	Uniprot-TrEMBL	
CDC6	Protein	Q99741	Uniprot-TrEMBL	
