Label	Type	ID	Database	Comment
nucleoside
5'-diphosphate(3âˆ’)	Unknown	R-ALL-9683046	Reactome	
Ub-3xPalmC-E 	Protein	P59637	Uniprot-TrEMBL	
mRNA8 	Protein	NC_004718.3	NCBI Protein	
nucleotide-sugar	Unknown	R-ALL-9683033	Reactome	
pp1ab-nsp6 	Protein	P0C6X7	Uniprot-TrEMBL	
Ub-3xPalmC-E 	Protein	P59637	Uniprot-TrEMBL	
HCQ 	Unknown			
GSK3B 	Protein	P49841	Uniprot-TrEMBL	
m7G(5')pppAm-mRNA8 	Protein	NC_004718.3	NCBI Protein	
pp1a-nsp6 	Protein	P0C6U8	Uniprot-TrEMBL	
m7GpppA-mRNA4 	Protein	NC_004718.3	NCBI Protein	
pp1ab-nsp7 	Protein	P0C6X7	Uniprot-TrEMBL	
UVRAG complex	Complex	R-HSA-5683632	Reactome	The PIK3C3-containing Beclin-1 complex consists of PIK3C3 (Vps34), BECN1 (Beclin-1, Atg6), PIK3R4 (p150, Vps15) and ATG14 (Barkor) (Matsunaga et al. 2009, Zhong et al. 2009). A similar complex where ATG14 is replaced by UVRAG functions later in autophagosome maturation and endocytic traffic (Itakura et al. 2008, Liang et al. 2008). Binding of KIAA0226 to this complex negatively regulates the maturation process (Matsunaga et al. 2009).
O-glycosyl 3a 	Protein	P59632	Uniprot-TrEMBL	
complex N-glycan-PALM-Spike 	Protein	P59594	Uniprot-TrEMBL	
pp1ab-nsp6 	Protein	P0C6X7	Uniprot-TrEMBL	
pp1ab-nsp13 	Protein	P0C6X7	Uniprot-TrEMBL	
M 	Protein	P59596	Uniprot-TrEMBL	
pp1ab-nsp10 	Protein	P0C6X7	Uniprot-TrEMBL	
N-glycan M 	Protein	P59596	Uniprot-TrEMBL	
camostat 	Unknown			
pp1a-nsp7 	Protein	P0C6U8	Uniprot-TrEMBL	
nsp16:nsp10	Complex	R-COV-9683433	Reactome	
m7G(5')pppAm-capped,polyadenylated mRNA8 	Protein	NC_004718.3	NCBI Protein	
GTP	Metabolite	CHEBI:15996	ChEBI	
pp1ab-nsp15 	Protein	P0C6X7	Uniprot-TrEMBL	
