Label	Type	ID	Database	Comment
paused pre-RNA Pol
III transcript	Unknown	R-ALL-112475	Reactome	
SNAPC4 	Protein	Q5SXM2	Uniprot-TrEMBL	
POLR3A 	Protein	O14802	Uniprot-TrEMBL	
POLR3D 	Protein	P05423	Uniprot-TrEMBL	
POLR1C 	Protein	O15160	Uniprot-TrEMBL	
POLR3H 	Protein	Q9Y535	Uniprot-TrEMBL	
POLR2F 	Protein	P61218	Uniprot-TrEMBL	
Polymerase III gene DNA with transcription bubble (single-stranded region) 	Unknown	R-ALL-113443	Reactome	
DNA with RNA Polymerase III Type 2 Closed Promoter 	Unknown	R-ALL-83747	Reactome	
POLR3G 	Protein	O15318	Uniprot-TrEMBL	
SNAPC1 	Protein	Q16533	Uniprot-TrEMBL	
POLR3F 	Protein	Q9H1D9	Uniprot-TrEMBL	
POLR3D 	Protein	P05423	Uniprot-TrEMBL	
DNA with RNA Polymerase III Type 3 Closed Promoter 	Unknown	R-ALL-83752	Reactome	
NTP	Complex	R-ALL-30595	Reactome	
TFIIIB-Type 3
Promoter Selective
Complex	Complex	R-HSA-83722	Reactome	
POLR3E 	Protein	Q9NVU0	Uniprot-TrEMBL	
GTF3C5 	Protein	Q9Y5Q8	Uniprot-TrEMBL	
CRCP 	Protein	O75575	Uniprot-TrEMBL	
POLR3E 	Protein	Q9NVU0	Uniprot-TrEMBL	
elongating pre-RNA
Pol III transcript
plus 1 nucleotide	Unknown	R-ALL-113704	Reactome	
DNA with RNA Polymerase III Type 3 Closed Promoter 	Unknown	R-ALL-83752	Reactome	
POLR2H 	Protein	P52434	Uniprot-TrEMBL	
RNA
polymerase
III:TFIIIB:TFIIIC:TFIIIA:Type 1 Open Promoter Complex	Complex	R-HSA-112147	Reactome	
TBP 	Protein	P20226	Uniprot-TrEMBL	
POLR1D 	Protein	P0DPB5	Uniprot-TrEMBL	
POLR3F 	Protein	Q9H1D9	Uniprot-TrEMBL	
POLR1C 	Protein	O15160	Uniprot-TrEMBL	
TBP 	Protein	P20226	Uniprot-TrEMBL	
POLR3A 	Protein	O14802	Uniprot-TrEMBL	
GTF3C5 	Protein	Q9Y5Q8	Uniprot-TrEMBL	
POLR1D 	Protein	P0DPB5	Uniprot-TrEMBL	
POU2F1 	Protein	P14859	Uniprot-TrEMBL	
TFIIIB:TFIIIC:Type 2
Promoter Complex	Complex	R-HSA-83749	Reactome	
POLR2H 	Protein	P52434	Uniprot-TrEMBL	
GTF3C1 	Protein	Q12789	Uniprot-TrEMBL	
GTF3C4 	Protein	Q9UKN8	Uniprot-TrEMBL	
POLR2K 	Protein	P53803	Uniprot-TrEMBL	
POU2F1 	Protein	P14859	Uniprot-TrEMBL	
UTP 	Metabolite	CHEBI:15713	ChEBI	
GTF3C3 	Protein	Q9Y5Q9	Uniprot-TrEMBL	
GTF3C6 	Protein	Q969F1	Uniprot-TrEMBL	
GTF3C4 	Protein	Q9UKN8	Uniprot-TrEMBL	
SNAPc:Oct-1:Staf:Type 3 Promoter Complex	Complex	R-HSA-83753	Reactome	
GTF3C2 	Protein	Q8WUA4	Uniprot-TrEMBL	
RNA Polymerase III
Holoenzyme	Complex	R-HSA-83716	Reactome	
POLR3K 	Protein	Q9Y2Y1	Uniprot-TrEMBL	
POLR3D 	Protein	P05423	Uniprot-TrEMBL	
POLR1C 	Protein	O15160	Uniprot-TrEMBL	
POLR3GL 	Protein	Q9BT43	Uniprot-TrEMBL	
DNA with RNA
Polymerase III Type
1 Closed Promoter	Unknown	R-ALL-76050	Reactome	
POLR3A 	Protein	O14802	Uniprot-TrEMBL	
DNA with RNA Polymerase III Type 1 Open Promoter 	Unknown	R-ALL-112051	Reactome	
ATP 	Metabolite	CHEBI:30616	ChEBI	
CRCP 	Protein	O75575	Uniprot-TrEMBL	
POLR1D 	Protein	P0DPB5	Uniprot-TrEMBL	
released pre-RNA Pol
III oligonucleotide	Unknown	R-ALL-111984	Reactome	These short oligonucleotides, principally di- and tri-nucleotides, are successfully elongated or are released from the DNA template Pol III complex by abortive initiation and RNA polymerase III retractive RNase activity at U-tract pause sites.
GTF3C2 	Protein	Q8WUA4	Uniprot-TrEMBL	
POLR2L 	Protein	P62875	Uniprot-TrEMBL	
CTP 	Metabolite	CHEBI:17677	ChEBI	
POLR1D 	Protein	P0DPB5	Uniprot-TrEMBL	
POLR3A 	Protein	O14802	Uniprot-TrEMBL	
POLR3K 	Protein	Q9Y2Y1	Uniprot-TrEMBL	
NFIX	Protein	Q14938	Uniprot-TrEMBL	
SNAPC1 	Protein	Q16533	Uniprot-TrEMBL	
POLR3K 	Protein	Q9Y2Y1	Uniprot-TrEMBL	
POLR3F 	Protein	Q9H1D9	Uniprot-TrEMBL	
RNA
polymerase
III:TFIIIB:TFIIIC:TFIIIA:Type 1 Promoter Complex	Complex	R-HSA-83717	Reactome	
POLR1D 	Protein	P0DPB5	Uniprot-TrEMBL	
SNAPC3 	Protein	Q92966	Uniprot-TrEMBL	
elongating pre-RNA
Pol III transcript	Unknown	R-ALL-111987	Reactome	
POLR2E 	Protein	P19388	Uniprot-TrEMBL	
POLR1C 	Protein	O15160	Uniprot-TrEMBL	
CRCP 	Protein	O75575	Uniprot-TrEMBL	
NTP	Complex	R-ALL-30595	Reactome	
SNAPC4 	Protein	Q5SXM2	Uniprot-TrEMBL	
BRF1 	Protein	Q92994	Uniprot-TrEMBL	
NTP	Complex	R-ALL-30595	Reactome	
BDP1 	Protein	A6H8Y1	Uniprot-TrEMBL	
BRF2 	Protein	Q9HAW0	Uniprot-TrEMBL	
POLR3A 	Protein	O14802	Uniprot-TrEMBL	
DNA with RNA Polymerase III Type 1 Closed Promoter 	Unknown	R-ALL-76050	Reactome	
POLR3GL 	Protein	Q9BT43	Uniprot-TrEMBL	
BDP1 	Protein	A6H8Y1	Uniprot-TrEMBL	
POLR3C 	Protein	Q9BUI4	Uniprot-TrEMBL	
POLR3K 	Protein	Q9Y2Y1	Uniprot-TrEMBL	
CTP 	Metabolite	CHEBI:17677	ChEBI	
BRF2 	Protein	Q9HAW0	Uniprot-TrEMBL	
POLR3A 	Protein	O14802	Uniprot-TrEMBL	
POLR2F 	Protein	P61218	Uniprot-TrEMBL	
GTF3C4 	Protein	Q9UKN8	Uniprot-TrEMBL	
GTP 	Metabolite	CHEBI:15996	ChEBI	
POLR3B 	Protein	Q9NW08	Uniprot-TrEMBL	
GTF3C3 	Protein	Q9Y5Q9	Uniprot-TrEMBL	
elongating pre-RNA
Pol III
oligonucleotide	Unknown	R-ALL-111980	Reactome	These short oligonucleotides, principally di- and tri-nucleotides, are successfully elongated or are released from the DNA template Pol III complex by abortive initiation and RNA polymerase III retractive RNase activity at U-tract pause sites.
POLR3B 	Protein	Q9NW08	Uniprot-TrEMBL	
POLR2E 	Protein	P19388	Uniprot-TrEMBL	
POLR3F 	Protein	Q9H1D9	Uniprot-TrEMBL	
GTF3C5 	Protein	Q9Y5Q8	Uniprot-TrEMBL	
SNAPC2 	Protein	Q13487	Uniprot-TrEMBL	
GTF3C6 	Protein	Q969F1	Uniprot-TrEMBL	
BRF1 	Protein	Q92994	Uniprot-TrEMBL	
CTP 	Metabolite	CHEBI:17677	ChEBI	
GTF3C2 	Protein	Q8WUA4	Uniprot-TrEMBL	
POLR2E 	Protein	P19388	Uniprot-TrEMBL	
GTF3C4 	Protein	Q9UKN8	Uniprot-TrEMBL	
POLR3C 	Protein	Q9BUI4	Uniprot-TrEMBL	
POLR3B 	Protein	Q9NW08	Uniprot-TrEMBL	
BDP1 	Protein	A6H8Y1	Uniprot-TrEMBL	
TBP 	Protein	P20226	Uniprot-TrEMBL	
POLR1D 	Protein	P0DPB5	Uniprot-TrEMBL	
POLR3K 	Protein	Q9Y2Y1	Uniprot-TrEMBL	
GTP 	Metabolite	CHEBI:15996	ChEBI	
GTF3C5 	Protein	Q9Y5Q8	Uniprot-TrEMBL	
RNA
Polymerase
III:TFIIIB:TFIIIC:Type 2 Promoter Complex	Complex	R-HSA-83750	Reactome	
POLR3K 	Protein	Q9Y2Y1	Uniprot-TrEMBL	
GTF3C1 	Protein	Q12789	Uniprot-TrEMBL	
POLR3F 	Protein	Q9H1D9	Uniprot-TrEMBL	
BRF1 	Protein	Q92994	Uniprot-TrEMBL	
POLR3G 	Protein	O15318	Uniprot-TrEMBL	
GTF3C2 	Protein	Q8WUA4	Uniprot-TrEMBL	
CRCP 	Protein	O75575	Uniprot-TrEMBL	
POLR2K 	Protein	P53803	Uniprot-TrEMBL	
POLR3D 	Protein	P05423	Uniprot-TrEMBL	
DNA with RNA Polymerase III Type 3 Open Promoter 	Unknown	R-ALL-112135	Reactome	
GTF3C1 	Protein	Q12789	Uniprot-TrEMBL	
NDP	Metabolite	CHEBI:16862	ChEBI	
POLR3C 	Protein	Q9BUI4	Uniprot-TrEMBL	
POLR2L 	Protein	P62875	Uniprot-TrEMBL	
NTP	Complex	R-ALL-30595	Reactome	
POLR2F 	Protein	P61218	Uniprot-TrEMBL	
TFIIIB:SNAPc:Oct-1:Staf:Type 3 Promoter Complex	Complex	R-HSA-83754	Reactome	
POLR3A 	Protein	O14802	Uniprot-TrEMBL	
GTF3C2 	Protein	Q8WUA4	Uniprot-TrEMBL	
POLR2L 	Protein	P62875	Uniprot-TrEMBL	
GTF3A 	Protein	Q92664	Uniprot-TrEMBL	
GTF3C3 	Protein	Q9Y5Q9	Uniprot-TrEMBL	
POLR2H 	Protein	P52434	Uniprot-TrEMBL	
POLR2F 	Protein	P61218	Uniprot-TrEMBL	
POLR3G 	Protein	O15318	Uniprot-TrEMBL	
POLR3B 	Protein	Q9NW08	Uniprot-TrEMBL	
POLR2K 	Protein	P53803	Uniprot-TrEMBL	
GTF3C4 	Protein	Q9UKN8	Uniprot-TrEMBL	
BDP1 	Protein	A6H8Y1	Uniprot-TrEMBL	
POLR3F 	Protein	Q9H1D9	Uniprot-TrEMBL	
TBP 	Protein	P20226	Uniprot-TrEMBL	
ZNF143 	Protein	P52747	Uniprot-TrEMBL	
GTF3C3 	Protein	Q9Y5Q9	Uniprot-TrEMBL	
POLR3C 	Protein	Q9BUI4	Uniprot-TrEMBL	
SNAPC5 	Protein	O75971	Uniprot-TrEMBL	
POLR3GL 	Protein	Q9BT43	Uniprot-TrEMBL	
BDP1 	Protein	A6H8Y1	Uniprot-TrEMBL	
SNAPC2 	Protein	Q13487	Uniprot-TrEMBL	
POLR3B 	Protein	Q9NW08	Uniprot-TrEMBL	
POLR2L 	Protein	P62875	Uniprot-TrEMBL	
GTF3C1 	Protein	Q12789	Uniprot-TrEMBL	
TBP 	Protein	P20226	Uniprot-TrEMBL	
POLR3H 	Protein	Q9Y535	Uniprot-TrEMBL	
NFIB	Protein	O00712	Uniprot-TrEMBL	
POLR2F 	Protein	P61218	Uniprot-TrEMBL	
CTP 	Metabolite	CHEBI:17677	ChEBI	
GTF3C3 	Protein	Q9Y5Q9	Uniprot-TrEMBL	
SNAPC5 	Protein	O75971	Uniprot-TrEMBL	
POLR2K 	Protein	P53803	Uniprot-TrEMBL	
SNAPC2 	Protein	Q13487	Uniprot-TrEMBL	
POLR3K 	Protein	Q9Y2Y1	Uniprot-TrEMBL	
POLR3E 	Protein	Q9NVU0	Uniprot-TrEMBL	
CRCP 	Protein	O75575	Uniprot-TrEMBL	
CRCP 	Protein	O75575	Uniprot-TrEMBL	
POLR3H 	Protein	Q9Y535	Uniprot-TrEMBL	
TFIIIA:Type 1
Promoter complex	Complex	R-HSA-76051	Reactome	
RNA
Polymerase
III:TFIIIB:SNAPc:Type 3 Open Promoter Complex	Complex	R-HSA-112151	Reactome	
POLR3G 	Protein	O15318	Uniprot-TrEMBL	
DNA with RNA Polymerase III Type 1 Closed Promoter 	Unknown	R-ALL-76050	Reactome	
GTF3C4 	Protein	Q9UKN8	Uniprot-TrEMBL	
GTF3C2 	Protein	Q8WUA4	Uniprot-TrEMBL	
GTP 	Metabolite	CHEBI:15996	ChEBI	
POLR2H 	Protein	P52434	Uniprot-TrEMBL	
POLR3H 	Protein	Q9Y535	Uniprot-TrEMBL	
GTF3C5 	Protein	Q9Y5Q8	Uniprot-TrEMBL	
TBP 	Protein	P20226	Uniprot-TrEMBL	
POLR1C 	Protein	O15160	Uniprot-TrEMBL	
elongating pre-RNA
Pol III
