ID	Database
22863007	Pubmed
21422230	Pubmed
22121117	Pubmed
23150559	Pubmed
23793029	Pubmed
18694559	Pubmed
21725307	Pubmed
26982032	Pubmed
30843452	Pubmed
28800946	Pubmed
23532844	Pubmed
16682973	Pubmed
20375344	Pubmed
18376416	Pubmed
22152675	Pubmed
20512146	Pubmed
21266464	Pubmed
22002721	Pubmed
15224133	Pubmed
10764818	Pubmed
10806194	Pubmed
12403812	Pubmed
17574030	Pubmed
16760425	Pubmed
18371931	Pubmed
18772192	Pubmed
26305592	Pubmed
19625297	Pubmed
18413257	Pubmed
8798640	Pubmed
15107855	Pubmed
18950740	Pubmed
