ID	Database
16391004	Pubmed
12704645	Pubmed
15460540	Pubmed
12440953	Pubmed
12198173	Pubmed
17030608	Pubmed
15538381	Pubmed
18326031	Pubmed
18573886	Pubmed
12819194	Pubmed
12944492	Pubmed
19074427	Pubmed
11124962	Pubmed
12819195	Pubmed
8246982	Pubmed
15257295	Pubmed
9346902	Pubmed
17486099	Pubmed
14976220	Pubmed
10559216	Pubmed
18240226	Pubmed
18285462	Pubmed
20086103	Pubmed
16556936	Pubmed
10205060	Pubmed
16364914	Pubmed
17178712	Pubmed
19130553	Pubmed
11018049	Pubmed
12136087	Pubmed
11842200	Pubmed
14981256	Pubmed
16484227	Pubmed
11834731	Pubmed
17517897	Pubmed
19198587	Pubmed
17177604	Pubmed
14688255	Pubmed
15014438	Pubmed
18481987	Pubmed
15944294	Pubmed
15687258	Pubmed
17369404	Pubmed
11719186	Pubmed
18367721	Pubmed
19729507	Pubmed
12705825	Pubmed
15117938	Pubmed
12324455	Pubmed
10330172	Pubmed
12646273	Pubmed
12639954	Pubmed
17133347	Pubmed
12748283	Pubmed
16262601	Pubmed
17392515	Pubmed
15175153	Pubmed
16648466	Pubmed
18684992	Pubmed
19141871	Pubmed
19854161	Pubmed
15514971	Pubmed
11856759	Pubmed
18775730	Pubmed
10872471	Pubmed
