ID	Database
19817485	Pubmed
17562450	Pubmed
19616423	Pubmed
19800373	Pubmed
7826345	Pubmed
3058116	Pubmed
11830519	Pubmed
8804434	Pubmed
8621565	Pubmed
8314771	Pubmed
8530478	Pubmed
2546891	Pubmed
2159879	Pubmed
9578462	Pubmed
7896811	Pubmed
1311314	Pubmed
9346290	Pubmed
7669817	Pubmed
1371271	Pubmed
7780967	Pubmed
8663255	Pubmed
2176865	Pubmed
7890645	Pubmed
2169257	Pubmed
7981201	Pubmed
1480033	Pubmed
2383557	Pubmed
1783204	Pubmed
9422744	Pubmed
9632662	Pubmed
2269296	Pubmed
1390635	Pubmed
2551898	Pubmed
8576151	Pubmed
9261109	Pubmed
6263256	Pubmed
4216367	Pubmed
2557753	Pubmed
8194591	Pubmed
8015608	Pubmed
8645182	Pubmed
7746327	Pubmed
2681419	Pubmed
1629222	Pubmed
