ID	Database
17210635	Pubmed
8940074	Pubmed
10473558	Pubmed
1672440	Pubmed
25081058	Pubmed
8101647	Pubmed
8036006	Pubmed
21376233	Pubmed
7541030	Pubmed
7542744	Pubmed
18719096	Pubmed
19933325	Pubmed
18721752	Pubmed
8665853	Pubmed
8617750	Pubmed
12239347	Pubmed
14660651	Pubmed
15059917	Pubmed
8530511	Pubmed
15156151	Pubmed
21840311	Pubmed
20937854	Pubmed
18045866	Pubmed
17030621	Pubmed
19411071	Pubmed
1973074	Pubmed
15643424	Pubmed
10878805	Pubmed
16978839	Pubmed
8617201	Pubmed
15568014	Pubmed
11071886	Pubmed
7929212	Pubmed
12411582	Pubmed
10722704	Pubmed
12651161	Pubmed
1706616	Pubmed
8026468	Pubmed
2543678	Pubmed
2022652	Pubmed
1688559	Pubmed
7478576	Pubmed
7556068	Pubmed
9516479	Pubmed
18955552	Pubmed
8622888	Pubmed
9461599	Pubmed
12052829	Pubmed
23846654	Pubmed
7929214	Pubmed
11432829	Pubmed
9232641	Pubmed
7970720	Pubmed
17652160	Pubmed
15866170	Pubmed
20030946	Pubmed
20591975	Pubmed
14718169	Pubmed
8749392	Pubmed
9889098	Pubmed
16292343	Pubmed
15085137	Pubmed
15507212	Pubmed
9497258	Pubmed
10678165	Pubmed
10958683	Pubmed
21868368	Pubmed
12577064	Pubmed
17198702	Pubmed
20101212	Pubmed
12732141	Pubmed
15944396	Pubmed
12906795	Pubmed
16439214	Pubmed
16943183	Pubmed
11779461	Pubmed
16472745	Pubmed
21576392	Pubmed
24914801	Pubmed
15006353	Pubmed
21397845	Pubmed
20233848	Pubmed
23814047	Pubmed
10913193	Pubmed
18172307	Pubmed
15539407	Pubmed
15471878	Pubmed
23352614	Pubmed
22084245	Pubmed
8940083	Pubmed
25019382	Pubmed
20929863	Pubmed
21847121	Pubmed
18829532	Pubmed
18077133	Pubmed
22547065	Pubmed
23928995	Pubmed
25733683	Pubmed
21205088	Pubmed
24788754	Pubmed
20606012	Pubmed
22231447	Pubmed
16179349	Pubmed
19439179	Pubmed
25897081	Pubmed
17483331	Pubmed
26247733	Pubmed
20554524	Pubmed
15572663	Pubmed
25999240	Pubmed
20687930	Pubmed
19393627	Pubmed
11114724	Pubmed
8493579	Pubmed
19665053	Pubmed
16260143	Pubmed
22535895	Pubmed
22569528	Pubmed
17496910	Pubmed
24937142	Pubmed
21372320	Pubmed
21388974	Pubmed
17496923	Pubmed
15520807	Pubmed
22177953	Pubmed
20674547	Pubmed
12068308	Pubmed
19091303	Pubmed
21167873	Pubmed
17496919	Pubmed
