Label	Type	ID	Database	Comment
ACSL4	GeneProduct	740279	Entrez Gene	
SCP2	GeneProduct	456862	Entrez Gene	
CPT2	GeneProduct	737945	Entrez Gene	
Long chain Acyl-CoA	Metabolite			
3-Ketoacyl-CoA	Metabolite			
EHHADH	GeneProduct	460996	Entrez Gene	
ACSL1	GeneProduct	461631	Entrez Gene	
ECI1	GeneProduct	750080	Entrez Gene	
cis-D3-Enoyl-CoA	Metabolite			
ACADS	GeneProduct	742921	Entrez Gene	
HADHA	GeneProduct	459079	Entrez Gene	similiar to: ECHA RAT
Long chain Acyl-CoA	Metabolite			
CPT1A	GeneProduct	451382	Entrez Gene	
ACSL2	GeneProduct			
ACSL3	GeneProduct	459974	Entrez Gene	
Long chain acyl-carnitine	Metabolite			
ACADL	GeneProduct	459914	Entrez Gene	
Long chain acyl-carnitine	Metabolite			
ACADM	GeneProduct	469356	Entrez Gene	
LOC455237	GeneProduct	455237	Entrez Gene	
HADH	GeneProduct	461424	Entrez Gene	
Acetyl-CoA	Metabolite	72-89-9	CAS	
SLC25A20	GeneProduct	460354	Entrez Gene	
3-L-Hydroxyacyl-CoA	Metabolite			
Long Chain Fatty Acid	Metabolite			
trans-D2-Enoyl-CoA	Metabolite	CHEBI:10723	ChEBI	
Acyl-CoA (n-2)	Metabolite	9029-97-4	CAS	
PECR	GeneProduct	459929	Entrez Gene	
2,4 Dienoyl-CoA	Metabolite			Type your comment here
