ID	Database
22340718	Pubmed
16204230	Pubmed
21098037	Pubmed
11804587	Pubmed
19513348	Pubmed
9535855	Pubmed
10470034	Pubmed
10975528	Pubmed
11278486	Pubmed
8107774	Pubmed
7559638	Pubmed
24859002	Pubmed
9683637	Pubmed
16854367	Pubmed
20444238	Pubmed
12453877	Pubmed
10092231	Pubmed
10748018	Pubmed
19289088	Pubmed
24166499	Pubmed
18829550	Pubmed
14580336	Pubmed
15000491	Pubmed
15378014	Pubmed
10496324	Pubmed
9705280	Pubmed
12189515	Pubmed
23161543	Pubmed
3079756	Pubmed
3839510	Pubmed
12198493	Pubmed
10639334	Pubmed
10047984	Pubmed
9354661	Pubmed
11942626	Pubmed
8662509	Pubmed
11331307	Pubmed
10559936	Pubmed
11276226	Pubmed
14627618	Pubmed
156362	Pubmed
7526403	Pubmed
15642266	Pubmed
3378035	Pubmed
19923718	Pubmed
17050193	Pubmed
12488490	Pubmed
8541526	Pubmed
16413920	Pubmed
8702756	Pubmed
8816443	Pubmed
11018042	Pubmed
10652353	Pubmed
17151359	Pubmed
8617235	Pubmed
20803696	Pubmed
