ID	Database
8741839	Pubmed
9724731	Pubmed
8246996	Pubmed
1828393	Pubmed
1828394	Pubmed
8259215	Pubmed
7859739	Pubmed
23842645	Pubmed
9508775	Pubmed
17244524	Pubmed
8078588	Pubmed
8001816	Pubmed
9190208	Pubmed
1828392	Pubmed
9448290	Pubmed
8497257	Pubmed
10773440	Pubmed
11719808	Pubmed
15838516	Pubmed
15014447	Pubmed
23954429	Pubmed
7623816	Pubmed
20952511	Pubmed
9325318	Pubmed
14597415	Pubmed
18414028	Pubmed
18710949	Pubmed
19075005	Pubmed
16782892	Pubmed
21423214	Pubmed
20107323	Pubmed
17908796	Pubmed
23007395	Pubmed
25733683	Pubmed
10831586	Pubmed
17254966	Pubmed
21715330	Pubmed
17254967	Pubmed
7929342	Pubmed
15510213	Pubmed
12045100	Pubmed
9199292	Pubmed
9778043	Pubmed
8943353	Pubmed
11125146	Pubmed
31543423	Pubmed
11416152	Pubmed
24876129	Pubmed
10207050	Pubmed
30711375	Pubmed
10499802	Pubmed
11032757	Pubmed
9447971	Pubmed
10518787	Pubmed
9660782	Pubmed
12782299	Pubmed
8050359	Pubmed
11907280	Pubmed
10597240	Pubmed
9020173	Pubmed
11959842	Pubmed
20663872	Pubmed
9520412	Pubmed
17531812	Pubmed
14990995	Pubmed
14517297	Pubmed
11231573	Pubmed
15579463	Pubmed
9106657	Pubmed
18827403	Pubmed
9042862	Pubmed
16195327	Pubmed
7743995	Pubmed
11585773	Pubmed
8114698	Pubmed
10692433	Pubmed
17991896	Pubmed
11003670	Pubmed
14527418	Pubmed
8700224	Pubmed
10454584	Pubmed
11988738	Pubmed
12435635	Pubmed
10454565	Pubmed
11231585	Pubmed
8618861	Pubmed
10757793	Pubmed
10882098	Pubmed
19661920	Pubmed
14766746	Pubmed
17699597	Pubmed
19896182	Pubmed
9891042	Pubmed
9482921	Pubmed
8242751	Pubmed
16262255	Pubmed
10323868	Pubmed
10846177	Pubmed
11095689	Pubmed
9662327	Pubmed
7799941	Pubmed
23737759	Pubmed
23622515	Pubmed
19458076	Pubmed
8139570	Pubmed
7954814	Pubmed
19487459	Pubmed
9144196	Pubmed
11157749	Pubmed
8288595	Pubmed
16209941	Pubmed
15199159	Pubmed
10375532	Pubmed
10559916	Pubmed
24515438	Pubmed
10385618	Pubmed
17092340	Pubmed
8114739	Pubmed
12444543	Pubmed
1423597	Pubmed
11073976	Pubmed
21498570	Pubmed
9632134	Pubmed
8336704	Pubmed
7797074	Pubmed
11884610	Pubmed
12244303	Pubmed
10523313	Pubmed
10373557	Pubmed
20843055	Pubmed
18719096	Pubmed
10228158	Pubmed
7629134	Pubmed
9405441	Pubmed
10801849	Pubmed
12150994	Pubmed
10199400	Pubmed
16751101	Pubmed
18568018	Pubmed
10531062	Pubmed
19135894	Pubmed
10913193	Pubmed
19393627	Pubmed
19439179	Pubmed
18829532	Pubmed
17483331	Pubmed
15539407	Pubmed
11114724	Pubmed
25019382	Pubmed
23352614	Pubmed
20554524	Pubmed
15471878	Pubmed
18172307	Pubmed
18077133	Pubmed
22231447	Pubmed
8940083	Pubmed
26247733	Pubmed
23928995	Pubmed
25897081	Pubmed
21847121	Pubmed
16179349	Pubmed
22084245	Pubmed
24788754	Pubmed
20687930	Pubmed
25999240	Pubmed
21205088	Pubmed
20929863	Pubmed
20606012	Pubmed
15572663	Pubmed
22547065	Pubmed
23814047	Pubmed
18775730	Pubmed
10872471	Pubmed
12045093	Pubmed
24962573	Pubmed
17254968	Pubmed
8974401	Pubmed
12134156	Pubmed
19451218	Pubmed
12808055	Pubmed
7816143	Pubmed
12435631	Pubmed
9529249	Pubmed
19462008	Pubmed
12171911	Pubmed
8622669	Pubmed
11062067	Pubmed
22020331	Pubmed
17395714	Pubmed
9564042	Pubmed
15287722	Pubmed
11564866	Pubmed
8626550	Pubmed
9162092	Pubmed
7588633	Pubmed
9628874	Pubmed
9030721	Pubmed
9195981	Pubmed
16337592	Pubmed
12189133	Pubmed
15563468	Pubmed
8622688	Pubmed
17344414	Pubmed
19528227	Pubmed
22325352	Pubmed
19451217	Pubmed
17332741	Pubmed
14532106	Pubmed
8774846	Pubmed
8846784	Pubmed
15866172	Pubmed
16436515	Pubmed
17210787	Pubmed
10339564	Pubmed
27812880	Pubmed
20583212	Pubmed
8552081	Pubmed
9704925	Pubmed
22336108	Pubmed
10733595	Pubmed
26105537	Pubmed
9824166	Pubmed
8521522	Pubmed
15572696	Pubmed
8319905	Pubmed
11782450	Pubmed
10722742	Pubmed
20534573	Pubmed
11883935	Pubmed
14729966	Pubmed
11234019	Pubmed
12839923	Pubmed
18365017	Pubmed
7588608	Pubmed
19805069	Pubmed
18555777	Pubmed
21979375	Pubmed
22178396	Pubmed
8617720	Pubmed
19597488	Pubmed
8234276	Pubmed
18555778	Pubmed
8688489	Pubmed
20351173	Pubmed
18267069	Pubmed
23770676	Pubmed
8384717	Pubmed
18411265	Pubmed
21686281	Pubmed
19053174	Pubmed
19218920	Pubmed
11114305	Pubmed
20818427	Pubmed
11395502	Pubmed
11323433	Pubmed
