ID	Database
19021507	Pubmed
20522547	Pubmed
20873749	Pubmed
20060739	Pubmed
22382365	Pubmed
19675643	Pubmed
22609301	Pubmed
23906713	Pubmed
20668094	Pubmed
21987576	Pubmed
27989128	Pubmed
25347204	Pubmed
22323289	Pubmed
24733926	Pubmed
22101253	Pubmed
20547883	Pubmed
26016389	Pubmed
12970193	Pubmed
28001042	Pubmed
10639125	Pubmed
12785837	Pubmed
22306468	Pubmed
12947415	Pubmed
22511353	Pubmed
21944046	Pubmed
22352884	Pubmed
17331979	Pubmed
18319250	Pubmed
15952888	Pubmed
19454487	Pubmed
16847322	Pubmed
26016518	Pubmed
18339629	Pubmed
12886008	Pubmed
22077971	Pubmed
21298097	Pubmed
21776984	Pubmed
11823441	Pubmed
18425540	Pubmed
15509595	Pubmed
1567230	Pubmed
11060020	Pubmed
