Label	Type	ID	Database	Comment
NUP43 	Protein	Q8NFH3	Uniprot-TrEMBL	
NS1 	Protein	P03496	Uniprot-TrEMBL	
Mx GTPases 	Unknown	R-HSA-1015693	Reactome	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
ISGylated NS1	Complex	R-HSA-1169392	Reactome	
NUP205 	Protein	Q92621	Uniprot-TrEMBL	
EIF4G2 	Protein	P78344	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
EIF4A1 	Protein	P60842	Uniprot-TrEMBL	
STAT1 	Protein	P42224	Uniprot-TrEMBL	
NUP98-5 	Protein	P52948-5	Uniprot-TrEMBL	
AMP	Metabolite	CHEBI:16027	ChEBI	
ISG15:UBCH8:ISG15 E3
ligase	Complex	R-HSA-1169383	Reactome	
Nuclear Pore Complex
(NPC)	Complex	R-HSA-157689	Reactome	
PPi	Metabolite	CHEBI:29888	ChEBI	
USP18 	Protein	Q9UMW8	Uniprot-TrEMBL	
UBB(153-228) 	Protein	P0CG47	Uniprot-TrEMBL	
UBA7 	Protein	P41226	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
PLCG1 	Protein	P19174	Uniprot-TrEMBL	
NUP54 	Protein	Q7Z3B4	Uniprot-TrEMBL	
eIF4F:mRNA	Complex	R-HSA-72585	Reactome	
TPR 	Protein	P12270	Uniprot-TrEMBL	
DDX58 	Protein	O95786	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
mRNA 	Unknown	R-HSA-72323	Reactome	
Ub	Complex	R-HSA-113595	Reactome	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
NUP210 	Protein	Q8TEM1	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
EIF4G3 	Protein	O43432	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
ISG15:UBCH8:ISG15 E3
ligase	Complex	R-HSA-1169383	Reactome	
ISG15 E3 ligases	Complex	R-HSA-1169381	Reactome	
EIF4G1 	Protein	Q04637	Uniprot-TrEMBL	
UBE2L6	Protein	O14933	Uniprot-TrEMBL	
IRF3	Protein	Q14653	Uniprot-TrEMBL	
ISGylated 4EHP:mRNA	Complex	R-HSA-1678836	Reactome	
AMP	Metabolite	CHEBI:16027	ChEBI	
UBC(609-684) 	Protein	P0CG48	Uniprot-TrEMBL	
JAK1 	Protein	P23458	Uniprot-TrEMBL	
NEDD4	Protein	P46934	Uniprot-TrEMBL	
RPS27A(1-76) 	Protein	P62979	Uniprot-TrEMBL	
ISGylated Filamin B	Complex	R-HSA-1169388	Reactome	
ISGylated host
proteins	Complex	R-HSA-1169387	Reactome	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
POM121C 	Protein	A8CG34	Uniprot-TrEMBL	
UBC(305-380) 	Protein	P0CG48	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
NS1 dimer	Complex	R-FLU-169143	Reactome	
NUP160 	Protein	Q12769	Uniprot-TrEMBL	
EIF4G3 	Protein	O43432	Uniprot-TrEMBL	
unknown ligase	Unknown	R-HSA-5244779	Reactome	
UBE2E1 	Protein	P51965	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
PIN1 	Protein	Q13526	Uniprot-TrEMBL	
PPi	Metabolite	CHEBI:29888	ChEBI	
JAK1 	Protein	P23458	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
NUP50 	Protein	Q9UKX7	Uniprot-TrEMBL	
UBC(153-228) 	Protein	P0CG48	Uniprot-TrEMBL	
ISG15	Protein	P05161	Uniprot-TrEMBL	
Mx GTPases 	Unknown	R-HSA-1015693	Reactome	
IFIT1 	Protein	P09914	Uniprot-TrEMBL	
UBE2E1 	Protein	P51965	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
UBC(77-152) 	Protein	P0CG48	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
SEC13 	Protein	P55735	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
NUP98-3 	Protein	P52948-3	Uniprot-TrEMBL	
NUP35 	Protein	Q8NFH5	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
UBE2L6	Protein	O14933	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
DDX58 	Protein	O95786	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
UBE2L6 	Protein	O14933	Uniprot-TrEMBL	
DDX58 	Protein	O95786	Uniprot-TrEMBL	
UBE2L6 	Protein	O14933	Uniprot-TrEMBL	
STAT1 	Protein	P42224	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
NUPL2 	Protein	O15504	Uniprot-TrEMBL	
PPM1B 	Protein	O75688	Uniprot-TrEMBL	
UBE2L6 	Protein	O14933	Uniprot-TrEMBL	
ISG15:UBCH8:ISG15 E3
ligase	Complex	R-HSA-1169383	Reactome	
MAPK3 	Protein	P27361	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
EIF4F	Complex	R-HSA-1678832	Reactome	
EIF4A2 	Protein	Q14240	Uniprot-TrEMBL	
UBE2E1 	Protein	P51965	Uniprot-TrEMBL	
NUP37 	Protein	Q8NFH4	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
EIF2AK2 	Protein	P19525	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
UBA7	Protein	P41226	Uniprot-TrEMBL	
EIF4E3 	Protein	Q8N5X7	Uniprot-TrEMBL	
JAK1 	Protein	P23458	Uniprot-TrEMBL	
IRF3 	Protein	Q14653	Uniprot-TrEMBL	
ISG15 E3 ligases	Complex	R-HSA-1169381	Reactome	
UBE2L6	Protein	O14933	Uniprot-TrEMBL	
USP18-like proteins	Complex	R-HSA-4127442	Reactome	This CandidateSet contains sequences identified by William Pearson's analysis of Reactome catalyst entities. Catalyst entity sequences were used to identify analagous sequences that shared overall homology and active site homology. Sequences in this Candidate set were identified in an April 24, 2012 analysis.
NUP58-1 	Protein	Q9BVL2-1	Uniprot-TrEMBL	
ISGylated 4EHP	Complex	R-HSA-1678834	Reactome	
E2 congugating
enzymes	Complex	R-HSA-1169378	Reactome	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
FLNB 	Protein	O75369	Uniprot-TrEMBL	
ISGylated IRF3	Complex	R-HSA-1169389	Reactome	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
AAAS 	Protein	Q9NRG9	Uniprot-TrEMBL	
UBC(609-684) 	Protein	P0CG48	Uniprot-TrEMBL	
ISGylated E2
conjugating enzymes	Complex	R-HSA-1169382	Reactome	
UBC(1-76) 	Protein	P0CG48	Uniprot-TrEMBL	
UBE2L6	Protein	O14933	Uniprot-TrEMBL	
UBE2E1 	Protein	P51965	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
UBC(533-608) 	Protein	P0CG48	Uniprot-TrEMBL	
PPi	Metabolite	CHEBI:29888	ChEBI	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
ISGylated PP2CB	Complex	R-HSA-1169391	Reactome	
UBB(1-76) 	Protein	P0CG47	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
MAPK3 	Protein	P27361	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
NS1
homodimer:Importin	Complex	R-HSA-1176067	Reactome	
RANBP2 	Protein	P49792	Uniprot-TrEMBL	
NUP133 	Protein	Q8WUM0	Uniprot-TrEMBL	
NUP107 	Protein	P57740	Uniprot-TrEMBL	
NDC1 	Protein	Q9BTX1	Uniprot-TrEMBL	
NUP93 	Protein	Q8N1F7	Uniprot-TrEMBL	
UBC(381-456) 	Protein	P0CG48	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
Importin alpha 	Unknown	R-HSA-1176071	Reactome	
PIN1	Protein	Q13526	Uniprot-TrEMBL	
mRNA 	Unknown	R-HSA-72323	Reactome	
RPS27A(1-76) 	Protein	P62979	Uniprot-TrEMBL	
KPNB1 	Protein	Q14974	Uniprot-TrEMBL	
UBE2L6 	Protein	O14933	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
ISG15:UBCH8:ISG15 E3
ligase	Complex	R-HSA-1169383	Reactome	
SEH1L-2 	Protein	Q96EE3-2	Uniprot-TrEMBL	
ISG15 E3 ligases	Complex	R-HSA-1169381	Reactome	
UBE2N 	Protein	P61088	Uniprot-TrEMBL	
EIF2AK2 	Protein	P19525	Uniprot-TrEMBL	
ISGylated host
proteins	Complex	R-HSA-1169387	Reactome	
ISG15:UBCH8	Complex	R-HSA-1169385	Reactome	
MAPK3 	Protein	P27361	Uniprot-TrEMBL	
EIF2AK2 	Protein	P19525	Uniprot-TrEMBL	
UBE2E1 	Protein	P51965	Uniprot-TrEMBL	
UBE2N 	Protein	P61088	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
UBA52(1-76) 	Protein	P62987	Uniprot-TrEMBL	
UBC(153-228) 	Protein	P0CG48	Uniprot-TrEMBL	
PPi	Metabolite	CHEBI:29888	ChEBI	
UBB(1-76) 	Protein	P0CG47	Uniprot-TrEMBL	
IFIT1 	Protein	P09914	Uniprot-TrEMBL	
UBC(457-532) 	Protein	P0CG48	Uniprot-TrEMBL	
ISG15 targets	Complex	R-HSA-1169379	Reactome	
UBE2L6 	Protein	O14933	Uniprot-TrEMBL	
POM121 	Protein	Q96HA1	Uniprot-TrEMBL	
ISG15:UBA7	Complex	R-HSA-1169390	Reactome	
PLCG1 	Protein	P19174	Uniprot-TrEMBL	
NUP214 	Protein	P35658	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
RAE1 	Protein	P78406	Uniprot-TrEMBL	
NS1 	Protein	P03496	Uniprot-TrEMBL	
PPi	Metabolite	CHEBI:29888	ChEBI	
EIF4A3 	Protein	P38919	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
EIF4E2	Protein	O60573	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
UBE2L6 	Protein	O14933	Uniprot-TrEMBL	
NUP88 	Protein	Q99567	Uniprot-TrEMBL	
EIF4G1 	Protein	Q04637	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
N-myristoyl GAG
(P12493) protein	Protein	P12493	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
NUP58-2 	Protein	Q9BVL2-2	Uniprot-TrEMBL	
polypeptide	Unknown	R-ALL-141681	Reactome	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
monoubiquitinated
N-myristoyl GAG
(P12493) protein	Complex	R-HSA-184273	Reactome	
EIF4A3 	Protein	P38919	Uniprot-TrEMBL	
UBC(1-76) 	Protein	P0CG48	Uniprot-TrEMBL	
UBE2L6	Protein	O14933	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
UBC(229-304) 	Protein	P0CG48	Uniprot-TrEMBL	
EIF4E3 	Protein	Q8N5X7	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
NUP153 	Protein	P49790	Uniprot-TrEMBL	
PLCG1 	Protein	P19174	Uniprot-TrEMBL	
UBC(305-380) 	Protein	P0CG48	Uniprot-TrEMBL	
PPi	Metabolite	CHEBI:29888	ChEBI	
NUP188 	Protein	Q5SRE5	Uniprot-TrEMBL	
NUP85 	Protein	Q9BW27	Uniprot-TrEMBL	
PPM1B	Protein	O75688	Uniprot-TrEMBL	
USP41 	Protein	Q3LFD5	Uniprot-TrEMBL	
UBE2L6	Protein	O14933	Uniprot-TrEMBL	
ISG15 E3 ligases	Complex	R-HSA-1169381	Reactome	
NEDD4 	Protein	P46934	Uniprot-TrEMBL	
EIF4A2 	Protein	Q14240	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
Importin alpha 	Unknown	R-HSA-1176065	Reactome	
UBC(77-152) 	Protein	P0CG48	Uniprot-TrEMBL	
UBC(381-456) 	Protein	P0CG48	Uniprot-TrEMBL	
TRIM25 	Protein	Q14258	Uniprot-TrEMBL	
NUP155 	Protein	O75694	Uniprot-TrEMBL	
p-IRF3 dimer:PIN1	Complex	R-HSA-936444	Reactome	
EIF4G2 	Protein	P78344	Uniprot-TrEMBL	
N-myristoyl GAG (P12493) protein 	Protein	P12493	Uniprot-TrEMBL	
p-5S,T404-IRF3 	Protein	Q14653	Uniprot-TrEMBL	
UBE2L6 	Protein	O14933	Uniprot-TrEMBL	
ISG15:NEDD4	Complex	R-HSA-1169384	Reactome	
SEH1L-1 	Protein	Q96EE3-1	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
STAT1 	Protein	P42224	Uniprot-TrEMBL	
ARIH1 	Protein	Q9Y4X5	Uniprot-TrEMBL	
UBB(77-152) 	Protein	P0CG47	Uniprot-TrEMBL	
EIF4A1 	Protein	P60842	Uniprot-TrEMBL	
NS1 	Protein	P03496	Uniprot-TrEMBL	
Importin	Complex	R-HSA-1176060	Reactome	
FLNB	Protein	O75369	Uniprot-TrEMBL	
NUP62 	Protein	P37198	Uniprot-TrEMBL	
UBA52(1-76) 	Protein	P62987	Uniprot-TrEMBL	
UBC(229-304) 	Protein	P0CG48	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
EIF4E2 	Protein	O60573	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
UBC(457-532) 	Protein	P0CG48	Uniprot-TrEMBL	
UBB(77-152) 	Protein	P0CG47	Uniprot-TrEMBL	
AMP	Metabolite	CHEBI:16027	ChEBI	
KPNB1 	Protein	Q14974	Uniprot-TrEMBL	
AMP	Metabolite	CHEBI:16027	ChEBI	
EIF4E2 	Protein	O60573	Uniprot-TrEMBL	
EIF4E 	Protein	P06730	Uniprot-TrEMBL	
HERC5 	Protein	Q9UII4	Uniprot-TrEMBL	
ISG15 	Protein	P05161	Uniprot-TrEMBL	
UBB(153-228) 	Protein	P0CG47	Uniprot-TrEMBL	
NUP98-4 	Protein	P52948-4	Uniprot-TrEMBL	
IFIT1 	Protein	P09914	Uniprot-TrEMBL	
Mx GTPases 	Unknown	R-HSA-1015693	Reactome	
UBC(533-608) 	Protein	P0CG48	Uniprot-TrEMBL	
AMP	Metabolite	CHEBI:16027	ChEBI	
EIF4E 	Protein	P06730	Uniprot-TrEMBL	
