ID	Database
11861597	Pubmed
17637696	Pubmed
11242034	Pubmed
19196711	Pubmed
9768359	Pubmed
12171911	Pubmed
12482991	Pubmed
14673179	Pubmed
11158290	Pubmed
8622669	Pubmed
7535770	Pubmed
8533096	Pubmed
15837794	Pubmed
16186825	Pubmed
19754427	Pubmed
16806191	Pubmed
22988300	Pubmed
12832462	Pubmed
12667451	Pubmed
15778223	Pubmed
9162092	Pubmed
17875933	Pubmed
8846784	Pubmed
17255097	Pubmed
8622688	Pubmed
15287722	Pubmed
8626550	Pubmed
8774846	Pubmed
17395714	Pubmed
9950430	Pubmed
15169888	Pubmed
13130464	Pubmed
9195981	Pubmed
12193592	Pubmed
12471242	Pubmed
17158707	Pubmed
16393692	Pubmed
10893415	Pubmed
9751060	Pubmed
21135874	Pubmed
22569528	Pubmed
23954936	Pubmed
17135271	Pubmed
22045853	Pubmed
