ID	Database
10358014	Pubmed
24167160	Pubmed
24028821	Pubmed
29056338	Pubmed
12239572	Pubmed
27791111	Pubmed
16783365	Pubmed
10913147	Pubmed
22876196	Pubmed
22511764	Pubmed
21536589	Pubmed
16840535	Pubmed
24920680	Pubmed
26700816	Pubmed
20921137	Pubmed
11779849	Pubmed
10217147	Pubmed
15109499	Pubmed
25007762	Pubmed
26052839	Pubmed
24040102	Pubmed
21389279	Pubmed
18612045	Pubmed
26523980	Pubmed
16604086	Pubmed
12754525	Pubmed
27547294	Pubmed
21940782	Pubmed
24291305	Pubmed
27731402	Pubmed
27869526	Pubmed
10102273	Pubmed
10480625	Pubmed
9529258	Pubmed
10713165	Pubmed
2462451	Pubmed
19228881	Pubmed
