ID	Database
9759480	Pubmed
9188609	Pubmed
14701750	Pubmed
12676794	Pubmed
1702425	Pubmed
7535765	Pubmed
10723025	Pubmed
17129629	Pubmed
24354960	Pubmed
7681062	Pubmed
15542682	Pubmed
11784853	Pubmed
9405375	Pubmed
16291214	Pubmed
20082634	Pubmed
1370087	Pubmed
19941815	Pubmed
10757782	Pubmed
9546217	Pubmed
15504864	Pubmed
9108481	Pubmed
7538176	Pubmed
2364015	Pubmed
11591141	Pubmed
8612573	Pubmed
2788443	Pubmed
1629954	Pubmed
11926830	Pubmed
22762019	Pubmed
22553496	Pubmed
10956669	Pubmed
11035788	Pubmed
1281479	Pubmed
16292356	Pubmed
11264352	Pubmed
11423440	Pubmed
10881997	Pubmed
23266279	Pubmed
8373393	Pubmed
8474172	Pubmed
2191297	Pubmed
1438243	Pubmed
9506952	Pubmed
11527981	Pubmed
15613341	Pubmed
2002555	Pubmed
3629244	Pubmed
2541505	Pubmed
8500173	Pubmed
25723178	Pubmed
8658171	Pubmed
8906796	Pubmed
9499113	Pubmed
9721247	Pubmed
10497202	Pubmed
9641677	Pubmed
8674119	Pubmed
9311827	Pubmed
16284180	Pubmed
9632396	Pubmed
8649511	Pubmed
8883604	Pubmed
2539592	Pubmed
1693920	Pubmed
7510065	Pubmed
10954531	Pubmed
12370301	Pubmed
10916156	Pubmed
20953181	Pubmed
9837918	Pubmed
11313499	Pubmed
11313498	Pubmed
2825027	Pubmed
23538671	Pubmed
16175173	Pubmed
7601352	Pubmed
1549584	Pubmed
15473846	Pubmed
23305486	Pubmed
7853496	Pubmed
10866664	Pubmed
2406030	Pubmed
2556643	Pubmed
8465201	Pubmed
7878053	Pubmed
7687306	Pubmed
2441877	Pubmed
9573233	Pubmed
10413516	Pubmed
9038339	Pubmed
3032450	Pubmed
9860958	Pubmed
1939271	Pubmed
9166405	Pubmed
2846352	Pubmed
9094670	Pubmed
10504731	Pubmed
8076606	Pubmed
12773651	Pubmed
11038187	Pubmed
11112487	Pubmed
16775314	Pubmed
9525617	Pubmed
2449431	Pubmed
3001934	Pubmed
2247146	Pubmed
6083454	Pubmed
2428879	Pubmed
6096719	Pubmed
8946909	Pubmed
1310361	Pubmed
10024882	Pubmed
7151173	Pubmed
8490964	Pubmed
10723029	Pubmed
8156590	Pubmed
8805303	Pubmed
9256425	Pubmed
11739720	Pubmed
7687060	Pubmed
16409631	Pubmed
7745678	Pubmed
2171144	Pubmed
8163529	Pubmed
21289126	Pubmed
19527882	Pubmed
1560526	Pubmed
10199401	Pubmed
8497049	Pubmed
7511167	Pubmed
16728975	Pubmed
2015625	Pubmed
7958838	Pubmed
11836381	Pubmed
15218037	Pubmed
15509564	Pubmed
12663786	Pubmed
12653964	Pubmed
9857195	Pubmed
9450929	Pubmed
7745750	Pubmed
9786870	Pubmed
15183342	Pubmed
1944575	Pubmed
11486021	Pubmed
11433015	Pubmed
9353262	Pubmed
10087256	Pubmed
16012166	Pubmed
15220921	Pubmed
9130708	Pubmed
11007478	Pubmed
11702069	Pubmed
9774672	Pubmed
11438666	Pubmed
9488465	Pubmed
8663456	Pubmed
18087068	Pubmed
15899866	Pubmed
11884399	Pubmed
21757351	Pubmed
22405001	Pubmed
18005716	Pubmed
20448139	Pubmed
1629222	Pubmed
12791264	Pubmed
27081075	Pubmed
12196509	Pubmed
26046137	Pubmed
23511206	Pubmed
15502822	Pubmed
27081072	Pubmed
