ID	Database
18425107	Pubmed
16616474	Pubmed
11244041	Pubmed
16603343	Pubmed
16132082	Pubmed
17218381	Pubmed
9700512	Pubmed
11807247	Pubmed
11955593	Pubmed
11861603	Pubmed
15580655	Pubmed
14970179	Pubmed
22396535	Pubmed
21241660	Pubmed
16904340	Pubmed
15607800	Pubmed
15541655	Pubmed
11489943	Pubmed
21877119	Pubmed
24305946	Pubmed
18055229	Pubmed
16339513	Pubmed
23695528	Pubmed
12213321	Pubmed
11955599	Pubmed
17045824	Pubmed
18031695	Pubmed
15155468	Pubmed
21841309	Pubmed
25716998	Pubmed
11955595	Pubmed
16737824	Pubmed
11858820	Pubmed
15800062	Pubmed
15781451	Pubmed
16091383	Pubmed
17337780	Pubmed
14719373	Pubmed
15778510	Pubmed
12588680	Pubmed
15034010	Pubmed
19149696	Pubmed
21800138	Pubmed
12483297	Pubmed
11556966	Pubmed
10746781	Pubmed
8178173	Pubmed
19359216	Pubmed
19592130	Pubmed
16893496	Pubmed
17057721	Pubmed
11265639	Pubmed
23929856	Pubmed
25703557	Pubmed
26300885	Pubmed
15864273	Pubmed
18037897	Pubmed
7542404	Pubmed
15304001	Pubmed
16551255	Pubmed
15534202	Pubmed
15136729	Pubmed
16928187	Pubmed
15187158	Pubmed
11857637	Pubmed
7531291	Pubmed
18234675	Pubmed
11513152	Pubmed
26284469	Pubmed
18593354	Pubmed
8995416	Pubmed
20730098	Pubmed
18209062	Pubmed
10499918	Pubmed
16014749	Pubmed
16380601	Pubmed
16754721	Pubmed
9285412	Pubmed
16129954	Pubmed
17237375	Pubmed
9730896	Pubmed
9314561	Pubmed
7629517	Pubmed
11162630	Pubmed
15723809	Pubmed
21167756	Pubmed
14764708	Pubmed
22006319	Pubmed
20080535	Pubmed
15081612	Pubmed
